"adap-org/9611001","Shinya Watanabe","Shinya Watanabe (Niels Bohr Institute, CATS) and James W. Swift
  (Northern Arizona University)","Stability of periodic solutions in series arrays of Josephson junctions
  with internal Capacitance","41 pages, TeX file with 9 EPSI figures (need psfig to include)",,,,"adap-org nlin.AO",,"  A mystery surrounds the stability properties of the splay-phase periodic
solutions to a series array of N Josephson junction oscillators. Contrary to
what one would expect from dynamical systems theory, the splay state appears to
be neutrally stable for a wide range of system parameters. It has been
explained why the splay state must be neutrally stable when the
Stewart-McCumber parameter beta is zero. In this paper we complete the
explanation of the apparent neutral stability; we show that the splay state is
typically hyperbolic -- either asymptotically stable or unstable -- when beta >
0. We conclude that there is only a single unit Floquet multiplier, based on
accurate and systematic computations of the Floquet multipliers for beta
ranging from 0 to 10. However, N-2 multipliers are extremely close to 1 for
beta larger than about 1. In addition, two more Floquet multipliers approach 1
as beta becomes large. We visualize the global dynamics responsible for these
nearly degenerate multipliers, and then estimate them accurately by a multiple
time-scale analysis. For N=4 junctions the analysis also predicts that the
system converges toward either the in-phase state, the splay state, or two
clusters of two oscillators, depending on the parameters.
","[{""version"":""v1"",""created"":""Fri, 1 Nov 1996 18:41:39 GMT""}]","2015-06-30"
"cond-mat/9611003",,"T. Kottos, G.P. Tsironis and F.M. Izrailev","Transport properties of one-dimensional Kronig-Penney models with
  correlated disorder","16 pages in Latex, 12 Postscript figures included","Journ. Phys.: Cond. Matt. 9 (1997) 1777","10.1088/0953-8984/9/8/009",,"cond-mat.dis-nn",,"  Transport properties of one-dimensional Kronig-Penney models with binary
correlated disorder are analyzed using an approach based on classical
Hamiltonian maps. In this method, extended states correspond to bound
trajectories in the phase space of a parametrically excited linear oscillator,
while the on site-potential of the original model is transformed to an external
force. We show that in this representation the two probe conductance takes a
simple geometrical form in terms of evolution areas in phase-space. We also
analyze the case of a general N-mer model.
","[{""version"":""v1"",""created"":""Fri, 1 Nov 1996 17:07:10 GMT""}]","2009-10-28"
"cond-mat/9611008","Bart. Partoens","B. Partoens and F. M. Peeters","Classical artificial two-dimensional atoms: the Thomson model","9 pages, RevTeX, 4 figures",,"10.1088/0953-8984/9/25/007",,"cond-mat",,"  The ring configurations for classical two-dimensional atoms are calculated
within the Thomson model and compared with the results from `exact' numerical
simulations. The influence of the functional form of the confinement potential
and the repulsive interaction potential between the particles on the
configurations is investigated. We also give exact results on those eigenmodes
of the system whose frequency does not depend on the number of particles in the
system.
","[{""version"":""v1"",""created"":""Fri, 1 Nov 1996 16:53:41 GMT""}]","2009-10-28"
"cond-mat/9611009","Lucas du Croo de Jongh","M.S.L. du Croo de Jongh, P.J.H. Denteneer","Spin stiffness in the frustrated Heisenberg antiferromagnet","12 pages, 2 figures included. Accepted as brief report in Phys. Rev.
  B",,,,"cond-mat.stat-mech",,"  We calculate the spin stiffness of the S=1/2 frustrated Heisenberg
antiferromagnet directly from a general formula which is evaluated in the
Schwinger boson mean-field approximation. Both N\'eel and collinear ordering
are considered. For collinear ordering, we take the anisotropy of this phase
into account, unlike previous approaches. For N\'eel ordering, a detailed study
is made of the finite-size scaling behavior of the two terms that make up the
spin stiffness. The exponents of the scaling with the system size of the two
terms comprising the spin stiffness turn out to be identical to those of the
unfrustrated case.
","[{""version"":""v1"",""created"":""Fri, 1 Nov 1996 16:16:41 GMT""}]","2016-08-31"
"cond-mat/9611010","Jeffrey Harris","J. M. Harris (1), Z.-X. Shen (1), P. J. White (1), D. S. Marshall (1),
  M. C. Schabel (1), J. N. Eckstein (2) and I. Bozovic (2) ((1) Stanford
  University (2) Varian Associates)","Anomalous superconducting state gap size versus Tc behavior in
  underdoped Bi_2Sr_2Ca_1-xDy_xCu_2O_8+d","10 pages, 4 postscript figures, revtex format",,"10.1103/PhysRevB.54.R15665",,"cond-mat.supr-con",,"  We report angle-resolved photoemission spectroscopy measurements of the
excitation gap in underdoped superconducting thin films of
Bi_2Sr_2Ca_{1-x}Dy_xCu_2O_{8+d}. As Tc is reduced by a factor of 2 by
underdoping, the superconducting state gap \Delta does not fall proportionally,
but instead stays constant or increases slightly, in violation of the BCS
mean-field theory result. The different doping dependences of \Delta and kT_c
indicate that they represent different energy scales. The measurements also
show that \Delta is highly anisotropic and consistent with a d_{x^2-y^2} order
parameter, as in previous studies of samples with higher dopings. However, in
these underdoped samples, the anisotropic gap persists well above T_c. The
existence of a normal state gap is related to the failure of \Delta to scale
with T_c in theoretical models that predict pairing without phase coherence
above T_c.
","[{""version"":""v1"",""created"":""Fri, 1 Nov 1996 17:48:57 GMT""}]","2009-10-28"
"gr-qc/9611002","Maartens R. Staf","H van Elst, C Uggla, W Lesame, G Ellis, R Maartens","Integrability of irrotational silent cosmological models","Minor corrections and improvements; 1 new reference; to appear Class.
  Quantum Grav.; 16 pages Ioplppt","Class.Quant.Grav. 14 (1997) 1151-1162","10.1088/0264-9381/14/5/018",,"gr-qc astro-ph",,"  We revisit the issue of integrability conditions for the irrotational silent
cosmological models. We formulate the problem both in 1+3 covariant and 1+3
orthonormal frame notation, and show there exists a series of constraint
equations that need to be satisfied. These conditions hold identically for
FLRW-linearised silent models, but not in the general exact non-linear case.
Thus there is a linearisation instability, and it is highly unlikely that there
is a large class of silent models. We conjecture that there are no spatially
inhomogeneous solutions with Weyl curvature of Petrov type I, and indicate
further issues that await clarification.
","[{""version"":""v1"",""created"":""Sat, 2 Nov 1996 12:48:49 GMT""},{""version"":""v2"",""created"":""Tue, 25 Mar 1997 08:34:55 GMT""}]","2009-10-28"
"hep-ex/9611002","Chong Zhang","Fermilab E791 Collaboration: E. M. Aitala et al","Measurement of the Branching Ratio B(D+ --> rho^0 l nu)/B(D+ --> K*0 l
  nu)","15 pages, Latex, including two figures, submitted to Physics Letters
  B","Phys.Lett.B397:325-332,1997","10.1016/S0370-2693(97)00194-9","FERMILAB Pub-96/399-E, KSU HEP 96-02","hep-ex",,"  We report a measurement of the branching ratio B(D+-->rho^0 l nu)/ B(D+-->K*0
l nu) from the Fermilab charm hadroproduction experiment E791. Based on signals
of 49+-17 events in the D+--> rho^0 e nu mode and 54+-18 events in the D+-->
rho^0 mu nu mode, we measure B(D+-->rho^0 e nu)/B(D+-->K*0 e nu) =
0.045+-0.014+-0.009, and B(D+-->rho^0 mu nu)/B(D+-->K*0 mu nu) =
0.051+-0.015+-0.009. Combining the results from both the electronic and muonic
modes, we obtain B(D+-->rho^0 l nu)/B(D+-->K*0 l nu) = 0.047+-0.013. This
result is compared to theoretical predictions.
","[{""version"":""v1"",""created"":""Fri, 1 Nov 1996 21:02:35 GMT""}]","2008-11-26"
"hep-lat/9611001","Srinath C.","Srinath Cheluvaraja (Tata Institute of Fundamental Research,Mumbai),
  H.S.Sharatchandra (Institute of Mathematical Sciences, Chennai)","Finite Temperature Properties of the SO(3) Lattice Gauge Theory","22 pages (LateX) with 13 figures. Substantial revision of the
  original manuscript with a few more results",,,"TIFR/TH/98-35","hep-lat",,"  We make a numerical study of the finite temperature properties of the SO(3)
lattice gauge theory. As its symmetry properties are quite different from those
of the SU(2) LGT, a different set of observables have to be considered in this
model. We study several observables, such as, the plaquette square, the Z(2)
monopole density, the fundamental and adjoint Wilson line, and the tiled Wilson
line correlation function. Our simulations show that the Z(2) monopoles
condense at strong coupling just as in the bulk system. This transition is seen
at approximately the same location as in the bulk system. A surprising
observation is the multiple valuedness of the adjoint Wilson line at high
temperatures. At high temperatures, we observe long lived metastable states in
which the adjoint Wilson line takes positive and negative values. The numerical
values of other observables in these two states appear to be almost the same.
We study these states using different methods and also make comparisons with
the high temperature behaviour of the SU(2) LGT. Finally, we discuss various
interpretations of our results and point out their relevance for the phase
diagram of the SO(3) LGT at finite temperature.
","[{""version"":""v1"",""created"":""Sat, 2 Nov 1996 06:11:16 GMT""},{""version"":""v2"",""created"":""Wed, 23 Sep 1998 17:27:53 GMT""}]","2008-02-03"
"hep-lat/9611002","Jeff Greensite","J. Giedt and J. Greensite","The Abelianicity of Cooled SU(2) Lattice Configurations","10 pages, Latex, uses psfig","Phys.Rev. D55 (1997) 4484-4487","10.1103/PhysRevD.55.4484","LBNL-39472","hep-lat",,"  We introduce a gauge-invariant measure of the local ""abelianicity"" of any
given lattice configuration in non-abelian lattice gauge theory; it is
essentially a comparison of the magnitude of field strength commutators to the
magnitude of the field strength itself. This measure, in conjunction with the
cooling technique, is used to probe the SU(2) lattice vacuum for a possible
large-scale abelian background, underlying the local short-range field
fluctuations. We do, in fact, find a substantial rise in abelianicity over 10
cooling steps or so, after which the abelianicity tends to drop again.
","[{""version"":""v1"",""created"":""Fri, 1 Nov 1996 22:44:23 GMT""}]","2009-10-28"
"hep-lat/9611003","Jose M. Carmona","H.G. Ballesteros, J.M. Carmona, L.A. Fernandez, V. Martin-Mayor, A.
  Munoz Sudupe and A. Tarancon","Is trivial the antiferromagnetic RP(2) model in four dimensions?","21 pages, 5 figures, LaTeX2e","Phys.Rev. D55 (1997) 5067-5074","10.1103/PhysRevD.55.5067","DFTUZ/96/20","hep-lat",,"  We study the antiferromagnetic RP(2) model in four dimensions. We find a
second order transition with two order parameters, one ferromagnetic and the
other antiferromagnetic. The antiferromagnetic sector has mean-field critical
exponents and a renormalized coupling which goes to zero in the continuum
limit. The exponents of the ferromagnetic channel are not the mean-field ones,
but the difference can be interpreted as logarithmic corrections. We perform a
detailed analysis of these corrections and conclude the triviality of the
continuum limit of this model.
","[{""version"":""v1"",""created"":""Sat, 2 Nov 1996 11:21:04 GMT""}]","2009-10-28"
"hep-ph/9611204","Strumia","Paolo Ciafaloni and Alessandro Strumia","Naturalness bounds on gauge mediated soft terms","10 pages, figures included. Published version, with inclusion of all
  one-loop corrections to the potential","Nucl.Phys.B494:41-53,1997","10.1016/S0550-3213(97)00138-7","FT-UAM 96/43","hep-ph",,"  After a general discussion about the quantitative meaning of the naturalness
upper bounds on the masses of supersymmetric particles, we compute these bounds
in models with gauge-mediated soft terms. We find interesting upper limits on
the right-handed slepton masses that, unless the messenger fields are very
light, disfavor minimal models with large messenger content. Deep unphysical
minima, that however turn out to be not dangerous, are usually present in such
models. The mu-problem can be solved by adding a light singlet only at the
price of a large amount of fine tuning that gives also rise to heavy sparticles
and large tan\beta.
","[{""version"":""v1"",""created"":""Fri, 1 Nov 1996 18:13:00 GMT""},{""version"":""v2"",""created"":""Sun, 10 Nov 1996 12:47:54 GMT""},{""version"":""v3"",""created"":""Thu, 15 Jan 1998 14:07:07 GMT""}]","2009-10-09"
"hep-ph/9611205","Ralph Engel","R. Engel (Univ. Leipzig and Univ. Siegen) and A. Rostovtsev (LPNHE
  Univ.-VI, Paris and ITEP, Moscow)","How to measure diffraction in two-photon collisions at LEP","LaTeX, 5 pages, 3 figures (using epsfig, rotating)",,,"SI 96-12","hep-ph",,"  The possibility to measure diffraction dissociation in collisions of real and
virtual photons at LEP2 is pointed out.
","[{""version"":""v1"",""created"":""Fri, 1 Nov 1996 18:04:08 GMT""}]","2007-05-23"
"hep-ph/9611206","Michel Tytgat","Robert D. Pisarski and Michel Tytgat","Scattering of soft, cool pions","4 pages, 2 figures, revtex + epsfig","Phys.Rev.Lett. 78 (1997) 3622-3625","10.1103/PhysRevLett.78.3622","BNL-PT-961","hep-ph hep-th nucl-th",,"  Consider the effective lagrangian for pions in the chiral limit, computed to
leading order in an expansion about zero temperature. To describe the
scattering of pions with small momenta, it is necessary to include not just the
usual shift in the pion decay constant, but also a new, nonlocal term, which is
precisely analogous to the hard thermal loops of hot gauge theories.
","[{""version"":""v1"",""created"":""Fri, 1 Nov 1996 19:57:58 GMT""}]","2009-10-30"
"hep-ph/9611207",,"Pervez Hoodbhoy","Wavefunction corrections and off-forward gluon distributions in
  diffractive J/psi electroproduction","14 pages, 3 figures (Latex)","Phys.Rev. D56 (1997) 388-393","10.1103/PhysRevD.56.388",,"hep-ph",,"  Diffractive production of J/Psi particles by virtual photons on a proton
target is studied with a view towards understanding two important corrections
to the leading order result. First, the effect of Fermi motion of the heavy
quarks is studied by performing a systematic expansion in the relative
velocity, and a simple correction factor is derived. This is considerably less
than estimated previously. Second, since the kinematics necessarily requires
that non-zero momentum be transferred to the proton, off-forward gluon
distributions are probed by the scattering process. To estimate the importance
of the off-forwardness, we compute, in leading order perturbation theory, the
extent of deviation from the usual forward gluon distribution in a quark.
","[{""version"":""v1"",""created"":""Fri, 1 Nov 1996 19:27:07 GMT""}]","2009-10-30"
"hep-ph/9611208","Jonathan R. Ellis","John Ellis","Problems and Prospects in Spin Physics","19 pages, LaTeX, 8 figures (included)",,,,"hep-ph",,"  This talk reviews some of the hot topics in spin physics and related
subjects, including perturbative QCD predictions for polarized parton
distributions and their possible behaviours at small x, the Bjorken and singlet
sum rules and the treatment of higher orders in perturbative QCD, different
interpretations of the EMC spin effect including chiral solitons and the axial
U(1) anomaly, other experimental indications for the presence of strange quarks
in the nucleon wave function, implications for dark matter physics, and a few
words about polarization as a tool in electroweak physics.
","[{""version"":""v1"",""created"":""Fri, 1 Nov 1996 19:45:52 GMT""}]","2016-09-06"
"hep-ph/9611209","Wayne W. Repko","Ali Abbasabadi (Ferris State University), David Bowser-Chao
  (University of Illinois at Chicago), Duane A. Dicus (University of Texas) and
  Wayne W. Repko (Michigan State University)","Radiative Higgs Boson Decays H -> f fbar gamma","17 pages, RevTeX, 6 postscript figures included","Phys. Rev. D 55, 5647 (1997)","10.1103/PhysRevD.55.5647","MSUHEP 61022, DOE-ER40757-088, UTEXAS-HEP-96-19","hep-ph",,"  Higgs boson radiative decays of the form $H\rightarrow f\bar{f}\gamma$ are
calculated in the Standard Model using the complete one-loop expressions for
the decay amplitudes. Contributions to the radiative width from leptons and
light quarks are given. We also present $e\bar{e}$ invariant mass distributions
for $H\rightarrow e\bar{e}\gamma$, which illustrate the importance of the
photon pole contribution and the effects of the box diagrams.
","[{""version"":""v1"",""created"":""Fri, 1 Nov 1996 22:40:37 GMT""}]","2016-08-24"
"hep-ph/9611210","Martin Savage","Martin J. Savage and James Walden","SU(3) Breaking in Neutral Current Axial Matrix Elements and the Spin
  Content of the Nucleon","16 pages, 3 figures, latex","Phys.Rev. D55 (1997) 5376-5384","10.1103/PhysRevD.55.5376","DOE/ER/40427-32-N96","hep-ph nucl-th",,"  We examine the effects of SU(3) breaking in the matrix elements of the
flavour-diagonal axial currents between octet baryon states and find that SU(3)
breaking may be substantial for some matrix elements. We estimate the strange
axial matrix element in the proton to be between -0.35 and 0 and the matrix
element of the flavour-singlet current in the proton to be between -0.1 and
+0.3 from the E-143 measurement g_1(x) . The up-quark content of the $\Xi^-$ is
discussed and its implications for nonleptonic weak processes discussed. We
also estimate the matrix element of the axial current coupling to the $Z^0$
between all octet baryon states. This may be important for neutrino
interactions in dense nuclear environments, where hyperons may play an
important role.
","[{""version"":""v1"",""created"":""Fri, 1 Nov 1996 23:23:20 GMT""}]","2009-10-30"
