"adap-org/9611005","Henri Waelbroeck","C. R. Stephens and H. Waelbroeck","Analysis of the Effective Degrees of Freedom in Genetic Algorithms","31 pages, TeX source, please email the authors for a hard copy
  including figures",,,,"adap-org cond-mat nlin.AO",,"  An evolution equation for a population of strings evolving under the genetic
operators: selection, mutation and crossover is derived. The corresponding
equation describing the evolution of schematas is found by performing an exact
coarse graining of this equation. In particular exact expressions for schemata
reconstruction are derived which allows for a critical appraisal of the
``building-block hypothesis'' of genetic algorithms. A further coarse-graining
is made by considering the contribution of all length-l schematas to the
evolution of population observables such as fitness growth. As a test function
for investigating the emergence of structure in the evolution the increase per
generation of the in-schemata fitness averaged over all schematas of length l,
$\Delta_l$, is introduced. In finding solutions of the evolution equations we
concentrate more on the effects of crossover, in particular we consider
crossover in the context of Kauffman Nk models with k=0,2. For k=0, with a
random initial population, in the first step of evolution the contribution from
schemata reconstruction is equal to that of schemata destruction leading to a
scale invariant situation where the contribution to fitness of schematas of
size l is independent of l. This balance is broken in the next step of
evolution leading to a situation where schematas that are either much larger or
much smaller than half the string size dominate over those with $l \approx
N/2$. The balance between block destruction and reconstruction is also broken
in a k>0 landscape. It is conjectured that the effective degrees of freedom for
such landscapes are landscape connective trees that break down into effectively
fit smaller blocks, and not the blocks themselves. Numerical simulations
confirm this ``connective tree hypothesis'' by showing that correlations drop
off with connective distance and not with intrachromosomal distance.
","[{""version"":""v1"",""created"":""Wed, 13 Nov 1996 19:06:22 GMT""}]","2008-02-03"
"astro-ph/9611111","Annalisa Celotti","Annalisa Celotti (1), Paolo Padovani (2), Gabriele Ghisellini ((1)
  SISSA, Italy, (2) II Univ. di Roma, Italy, (3) Osserv. Astron. di
  Brera-Merate, Italy)","Jets and accretion processes in Active Galactic Nuclei: further clues","8 pages Latex file, 2 Postscript tables, 3 Postscript figures; MNRAS,
  in press",,"10.1093/mnras/286.2.415",,"astro-ph",,"  We present evidence in favour of a link between the luminosity radiatively
dissipated in the central engine of radio-loud Active Galactic Nuclei and the
kinetic power in their jets. This piece of evidence is based on the relation we
find between the luminosity in broad emission lines and the kinetic power in
pc-scale radio jets, for a sample of radio-loud quasars for which suitable data
are available in the literature. We find that the ionizing luminosity and the
kinetic one are of the same order of magnitude, suggesting that the processes
responsible for them are somehow related. A strong magnetic field in
equipartition with the radiation field could be responsible for regulating both
processes. BL Lac objects seem to follow a similar behaviour, but with
comparatively fainter broad line emission.
","[{""version"":""v1"",""created"":""Thu, 14 Nov 1996 10:58:56 GMT""}]","2015-06-24"
"astro-ph/9611112","C. Motch","C. Motch, P. Guillout, F. Haberl, M. Pakull, W. Pietsch, K. Reinsch","The ROSAT Galactic Plane Survey: analysis of a low latitude sample area
  in Cygnus","27 pages, 22 figures, Latex. Full resolution PostScript available at
  ftp://cdsarc.u-strasbg.fr/pub/xray/rgps_cygnus.ps.gz To be published in
  Astronomy & Astrophysics, Main Journal",,,,"astro-ph",,"  We present the analysis of the point source content of a low galactic
latitude region selected from the ROSAT all-sky survey. The test field is
centered at l = 90deg, b = 0deg and has an area of 64.5 deg2. A total of 128
soft X-ray sources are detected above a maximum likelihood of 8. Catalogue
searches and optical follow-up observations show that in this direction of the
galactic plane, 85% of the sources brighter than 0.03 PSPC cts/s are identified
with active coronae. F-K type stars represent 67% (+/-13%) of the stellar
identifications and M type stars account for 19% (+/- 6%). These results
together with those of similar optical campaigns demonstrate that the soft
X-ray population of the Milky Way is largely dominated by active stars. The
modelling of this population suggests that most of the stars detected by ROSAT
in this direction are younger than 1 Gyr. The small number of unidentified
sources at low X-ray flux put rather strong constraints on the hypothetical
X-ray emission from old neutron stars accreting from the interstellar medium.
Our observations clearly rule out models which assume no dynamical heating for
this population and a total number of Nns = 10^9 neutron stars in the Galaxy.
If accretion on polar caps is the dominant mode then our upper limit may imply
Nns ~ 10^8.
","[{""version"":""v1"",""created"":""Thu, 14 Nov 1996 13:31:01 GMT""}]","2016-08-30"
"astro-ph/9611113","Ramesh Narayan","Ramesh Narayan","Advective Disks","15 pages, 4 figures included. To appear in Proc. IAU Colloq. 163 on
  Accretion Phenomena & Related Outflows, A.S.P. Conf. Series, eds. D. T.
  Wickramasinghe, L. Ferrario, G. V. Bicknell, in press",,,,"astro-ph",,"  Recent work on advection-dominated accretion flows (ADAFs) is reviewed. The
article concentrates on an optically thin branch of ADAFs which is present at
mass accretion rates below a critical value $\sim(10^{-2}-10^{-1})$ the
Eddington rate. Models based on this branch have been quite successful at
explaining a number of low-luminosity X-ray binaries and galactic nuclei, and
some brighter systems. Some progress has also been made toward understanding
the various spectral states of accreting black holes. It is argued that ADAFs
may provide one of the best techniques for demonstrating the reality of event
horizons in black holes.
","[{""version"":""v1"",""created"":""Thu, 14 Nov 1996 14:09:15 GMT""}]","2007-05-23"
"cmp-lg/9611003","Rens Bod","Rens Bod and Remko Scha (University of Amsterdam)","Data-Oriented Language Processing. An Overview","34 pages, Postscript",,,"ILLC Technical Report LP-96-13","cmp-lg cs.CL",,"  During the last few years, a new approach to language processing has started
to emerge, which has become known under various labels such as ""data-oriented
parsing"", ""corpus-based interpretation"", and ""tree-bank grammar"" (cf. van den
Berg et al. 1994; Bod 1992-96; Bod et al. 1996a/b; Bonnema 1996; Charniak
1996a/b; Goodman 1996; Kaplan 1996; Rajman 1995a/b; Scha 1990-92; Sekine &
Grishman 1995; Sima'an et al. 1994; Sima'an 1995-96; Tugwell 1995). This
approach, which we will call ""data-oriented processing"" or ""DOP"", embodies the
assumption that human language perception and production works with
representations of concrete past language experiences, rather than with
abstract linguistic rules. The models that instantiate this approach therefore
maintain large corpora of linguistic representations of previously occurring
utterances. When processing a new input utterance, analyses of this utterance
are constructed by combining fragments from the corpus; the
occurrence-frequencies of the fragments are used to estimate which analysis is
the most probable one.
  In this paper we give an in-depth discussion of a data-oriented processing
model which employs a corpus of labelled phrase-structure trees. Then we review
some other models that instantiate the DOP approach. Many of these models also
employ labelled phrase-structure trees, but use different criteria for
extracting fragments from the corpus or employ different disambiguation
strategies (Bod 1996b; Charniak 1996a/b; Goodman 1996; Rajman 1995a/b; Sekine &
Grishman 1995; Sima'an 1995-96); other models use richer formalisms for their
corpus annotations (van den Berg et al. 1994; Bod et al., 1996a/b; Bonnema
1996; Kaplan 1996; Tugwell 1995).
","[{""version"":""v1"",""created"":""Thu, 14 Nov 1996 12:30:59 GMT""}]","2008-02-03"
"cond-mat/9611106","Enzo Marinari","G. Iori (Roma La Sapienza, Italy) and E. Marinari (Cagliari, Italy)","On the Stability of the Mean-Field Glass Broken Phase under
  Non-Hamiltonian Perturbations","34 pages",,"10.1088/0305-4470/30/13/007",,"cond-mat.dis-nn",,"  We study the dynamics of the SK model modified by a small non-hamiltonian
perturbation. We study aging, and we find that on the time scales investigated
by our numerical simulations it survives a small perturbation (and is destroyed
by a large one). If we assume we are observing a transient behavior the scaling
of correlation times versus the asymmetry strength is not compatible with the
one expected for the spherical model. We discuss the slow power law decay of
observable quantities to equilibrium, and we show that for small perturbations
power like decay is preserved. We also discuss the asymptotically large time
region on small lattices.
","[{""version"":""v1"",""created"":""Wed, 13 Nov 1996 17:02:01 GMT""}]","2009-10-28"
"cond-mat/9611107","Raphael Blumenfeld","Brad Lee Holian (Los Alamos National Laboratory), Raphael Blumenfeld
  (Cambridge Hydrodynamics / Los Alamos National Laboratory), Peter Gumbsch
  (Max-Planck-Institut)","An Einstein Model of Brittle Crack Propagation","To appear in Physical Review Letters, 9 pages, self-contained TeX
  file, email to rafi@xi.com or blh@lanl.gov for two postscript figures",,"10.1103/PhysRevLett.78.78",,"cond-mat.mtrl-sci",,"  We propose a minimal nonlinear model of brittle crack propagation by
considering only the motion of the crack-tip atom. The model captures many
essential features of steady-state crack velocity and is in excellent
quantitative agreement with many-body dynamical simulations. The model exhibits
lattice-trapping. For loads just above this, the crack velocity rises sharply,
reaching a limiting value well below that predicted by elastic continuum
theory. We trace the origin of the low limiting velocity to the anharmonicity
of the potential well experienced by the crack-tip atom.
","[{""version"":""v1"",""created"":""Wed, 13 Nov 1996 17:07:45 GMT""}]","2009-10-28"
"cond-mat/9611108","Gert-Ludwig Ingold","Gert-Ludwig Ingold (Univ. Augsburg) and Astrid Lambrecht (MPQ
  Muenchen)","Thermodynamics of non-interacting Bosons in low-dimensional potentials","6 pages, 3 figures. Revised version contains some new material, titel
  has changed. This version is accepted for publication in European Physical
  Journal D","Eur. Phys. J. D 1, 29-32 (1998)","10.1007/s100530050060",,"cond-mat.stat-mech quant-ph",,"  On the basis of a macroscopic ground state population it was argued recently
that Bose-Einstein condensation should occur in a one-dimensional harmonic
potential. We examine this situation by drawing analogies to Bosons in a
two-dimensional box, where the thermodynamic limit is well-defined. We show
that in both systems although the ground state populations show sharp onsets at
the critical temperature, the behaviour of the specific heat is analytic, which
proves the absence of a phase transition in these systems.
","[{""version"":""v1"",""created"":""Wed, 13 Nov 1996 18:27:05 GMT""},{""version"":""v2"",""created"":""Tue, 21 Oct 1997 11:43:42 GMT""}]","2009-10-25"
"cond-mat/9611109","Wei Bao","Wei Bao, C. Broholm, G. Aeppli, P. Dai, J. M. Honig, and P. Metcalf","Dramatic Switching of Magnetic Exchange in a Classic Transition Metal
  Oxide: Evidence for Orbital Ordering","11 papges, 4 figures, Revtex. Accepted by Phys. Rev. Lett","Phys. Rev. Lett., vol. 78, 507-510 (1997)","10.1103/PhysRevLett.78.507",,"cond-mat.str-el",,"  Spin correlations in metallic and insulating phases of $V_2O_3$ and its
derivatives are investigated using magnetic neutron scattering. Metallic
samples have incommensurate spin correlations varying little with hole doping.
Paramagnetic insulating samples have spin correlations only among near
neighbors. The transition from either of these phases into the low temperature
insulating antiferromagnetic phase is accompanied by an abrupt change of
dynamic magnetic short range order. Our results support the idea that the
transition into the antiferromagnetic insulator is also an orbital ordering
transition.
","[{""version"":""v1"",""created"":""Wed, 13 Nov 1996 21:17:21 GMT""}]","2009-10-28"
"cond-mat/9611110","Wei Bao","Wei Bao, J. D. Axe, C. H. Chen and S-W. Cheong","Impact of Charge Ordering on Magnetic Correlations in Perovskite
  (Bi,Ca)MnO_3","11 pages, 3 figures, Revtex","Phys. Rev. Lett., vol. 78, 543-546 (1997)","10.1103/PhysRevLett.78.543",,"cond-mat.str-el",,"  Single crystalline (Bi,Ca)MnO3 (74< %Ca <82) were studied with neutron
scattering, electron diffraction and bulk magnetic measurement. We discovered
dynamic ferromagnetic spin correlations at high temperatures, which are
replaced by antiferromagnetic spin fluctuations at a concomitant charge
ordering and structural transition. Our results indicate that thermal-activated
hopping of the Jahn-Teller active e_g electrons in these insulating materials,
nevertheless, induce ferromagnetic interaction through double-exchange
mechanism. It is the ordering of these charges competing with the
double-exchange ferromagnetic metallic state.
","[{""version"":""v1"",""created"":""Wed, 13 Nov 1996 22:12:07 GMT""}]","2009-10-28"
"cond-mat/9611111","Robert Graham","Robert Graham, Dan Walls","Collective excitations of trapped binary mixtures of Bose-condensed
  gases","11 pages",,,,"cond-mat",,"  The linearised time dependent coupled Gross-Pitaevskii equations describing
the long wavelength excitations of Bose-condensed binary mixtures are solved,
in the bulk and in harmonic traps for the case where only the binary phase is
present. In the former case we obtain two zero-sound branches.In the latter
case the dispersion law also contains two branches whose dependence on the
quantum numbers of the modes is the same as for a one-component condensate,but
with different prefactors, depending on the ratios of the three s-wave
scattering lengths of the two atomic species. In the general case where the
binary phase in the trap coexists with one or both one-component phases, the
mode spectrum depends on the geometry of the interphase boundaries due to the
boundary conditions there. Measurements of the oscillation frequencies as in
recent experiments with modulated traps would yield very detailed information
on this system.
","[{""version"":""v1"",""created"":""Thu, 14 Nov 1996 11:23:55 GMT""}]","2016-08-31"
"cond-mat/9611112","Giancarlo Jug","Roberto Iengo and Giancarlo Jug","Vortex Quantum Nucleation and Tunneling in Superconducting Thin Films:
  Role of Dissipation and Periodic Pinning","8 pages (LaTeX), 2 postscript figures. Invited talk to the SATT8 (8th
  Italian Meeting on High-T_c Superconductivity), Como (Italy), Villa Olmo, 1-4
  October 1996, to be published in La Rivista del Nuovo Cimento D",,"10.1007/BF03185422",,"cond-mat.supr-con",,"  We investigate the phenomenon of decay of a supercurrent in a superconducting
thin film in the absence of an applied magnetic field. The resulting
zero-temperature resistance derives from two equally possible mechanisms: 1)
quantum tunneling of vortices from the edges of the sample; and 2) homogeneous
quantum nucleation of vortex-antivortex pairs in the bulk of the sample,
arising from the instability of the Magnus field's ``vacuum''. We study both
situations in the case where quantum dissipation dominates over the inertia of
the vortices. We find that the vortex tunneling and nucleation rates have a
very rapid dependence on the current density driven through the sample.
Accordingly, whilst normally the superconductor is essentially resistance-free,
for the high current densities that can be reached in high-$T_c$ films a
measurable resistance might develop. We show that edge-tunneling appears
favoured, but the presence of pinning centres and of thermal fluctuations leads
to an enhancement of the nucleation rates. In the case where a periodic pinning
potential is artificially introduced in the sample, we show that
current-oscillations will develop indicating an effect specific to the
nucleation mechanism where the vortex pair-production rate, thus the
resistance, becomes sensitive to the corrugation of the pinning substrate. In
all situations, we give estimates for the observability of the studied
phenomena.
","[{""version"":""v1"",""created"":""Thu, 14 Nov 1996 11:39:57 GMT""}]","2015-06-25"
