"adap-org/9611007","Boon Tiong Melvin Leok","Boon Tiong Melvin Leok (California Institute of Technology)","Dynamical Equilibrium of Interacting Ant Societies","5 pages, 2 figures",,,,"adap-org nlin.AO q-bio.PE",,"  The sustainable biodiversity associated with a specific ecological niche as a
function of land area is analysed computationally by considering the
interaction of ant societies over a collection of islands. A power law
relationship between sustainable species and land area is observed. We will
further consider the effect a perturbative inflow of ants has upon the model.
","[{""version"":""v1"",""created"":""Tue, 26 Nov 1996 00:58:08 GMT""}]","2008-06-25"
"astro-ph/9611210","Ian Smail","Ian Smail, Alan Dressler, Warrick J. Couch, Richard S. Ellis, Augustus
  Oemler, Harvey Butcher and Ray M. Sharples","A Catalog of Morphological Types in 10 Distant Rich Clusters of Galaxies","24 pages, Latex (uses side.sty - included), 7 figures, accepted for
  publication in ApJS. Full tables, plates and images are to be distributed on
  AAS CD-ROM and are not included here. Catalogs now available at
  http://www.ociw.edu/~irs","Astrophys.J.Suppl. 110 (1997) 213","10.1086/312997","MORPHS-96-2","astro-ph",,"  We present catalogs of objects detected in deep images of 11 fields in 10
distant clusters obtained using WFPC-2 on board the Hubble Space Telescope. The
clusters span the redshift range z=0.37-0.56 and are the subject of a detailed
ground- and space-based study to investigate the evolution of galaxies as a
function of environment and epoch. The data presented here include positions,
photometry and basic morphological information on ~9000 objects in the fields
of the 10 clusters. For a brighter subset of 1857 objects in these areas we
provide more detailed morphological information.
","[{""version"":""v1"",""created"":""Tue, 26 Nov 1996 12:13:51 GMT""}]","2009-10-28"
"astro-ph/9611211","Helene Di Nella","Helene Di Nella (MPIA, Heidelberg), W. Couch, G. Paturel, Q. Parker","Are the Perseus-Pisces chain and the Pavo-Indus wall connected?","14 pages, postscript including tables and figures,","MNRAS 1996, 283, 367","10.1093/mnras/283.2.367",,"astro-ph",,"  A significant empty region was found between the southern Pavo- Indus (PI)
wall and the northern Perseus-Pisces (PP) chain. This survey tests the reality
of this void which may simply reflect previous poor sampling of the galaxies in
this region. Redshifts for a magnitude selected sample of 379 galaxies were
obtained covering the four UKST/SERC survey fields with Bt <= 17.0. All
redshifts were obtained with the FLAIR multi-object spectroscopy system on the
1.2 m U.K. Schmidt Telescope at Siding Spring, Australia. Two highly
significant density enhancements were found in the galaxy distribution at 133
Mpc and 200 Mpc (Ho=75 km/s/Mpc). We claim that no connexion exists between PP
and PI. However, a southern extension of PP was detected and makes the total
length of this chain of more than 150 Mpc.
","[{""version"":""v1"",""created"":""Tue, 26 Nov 1996 12:22:04 GMT""}]","2015-06-24"
"astro-ph/9611212","Michael E. Jones","Michael E. Jones (MRAO, Cambridge, UK)","Results from CAT and prospects for the VSA","6 pages, LaTex, uses 'cmb.sty' (included), 3 PostScript figures. To
  appear in proceedings of the XXXIst Rencontre de Moriond, `Microwave
  Background Anisotropies'",,,,"astro-ph",,"  We have produced an image of the microwave sky with 30' resolution in a 2
degree field using the Cosmic Anisotropy Telescope (CAT). Analysis of data
taken at three frequencies near 15 GHz indicates that most of the signal is due
to the CMB, with an equivalent broad-band power of Delta T/T = 1.9 +/- 0.5 x
10^{-5} at angular scales corresponding to multipoles l = 320-500, and Delta
T/T = 1.8 (+0.7 -0.5) x 10^{-5} at l = 500-680. We are now building a more
advanced instrument, the Very Small Array (VSA), which will cover the range l =
130-1800 with a sensitivity per resolution element of Delta T/T ~ 10^{-6}.
","[{""version"":""v1"",""created"":""Tue, 26 Nov 1996 15:34:00 GMT""}]","2007-05-23"
"astro-ph/9611213","Michael E. Jones","Richard Saunders (MRAO, Cambridge, UK)","Sunyaev-Zel'dovich observations with the Ryle Telescope","5 pages, LaTex, uses 'cmb.sty' (included), 1 PostScript figure. To
  appear in proceedings of the XXXIst Rencontre de Moriond, `Microwave
  Background Anisotropies'",,,,"astro-ph",,"  The Ryle Telescope has been used to provide images at 15 GHz of the
Sunyaev-Zel'dovich decrements towards a dozen clusters in an X-ray
luminosity-limited sample. So far, X-ray data have allowed H_0 estimates
towards two of these, both giving ``low'' values that are self-consistent,
though it is essential to obtain many more estimates to reduce the effects of
cluster projection. We have also discovered a decrement towards the z=3.8
quasar pair PC1643+4631A&B (198'' separation); substantial X-ray, optical and
infrared follow-up show that the cluster responsible is either at z>1 or very
underluminous and that very significant gravitational lensing must be occuring.
","[{""version"":""v1"",""created"":""Tue, 26 Nov 1996 15:50:00 GMT""}]","2007-05-23"
"chao-dyn/9611014","Freddy Christiansen","Freddy Christiansen (MPIPKS, Dresden) and Hans Henrik Rugh (University
  of Warwick)","Computing Lyapunov spectra with continuous Gram-Schmidt
  orthonormalization","14 pages, 10 PS figures, ioplppt.sty, iopl12.sty, epsfig.sty 44 kB",,"10.1088/0951-7715/10/5/004",,"chao-dyn nlin.CD",,"  We present a straightforward and reliable continuous method for computing the
full or a partial Lyapunov spectrum associated with a dynamical system
specified by a set of differential equations. We do this by introducing a
stability parameter beta>0 and augmenting the dynamical system with an
orthonormal k-dimensional frame and a Lyapunov vector such that the frame is
continuously Gram-Schmidt orthonormalized and at most linear growth of the
dynamical variables is involved. We prove that the method is strongly stable
when beta > -lambda_k where lambda_k is the k'th Lyapunov exponent in
descending order and we show through examples how the method is implemented. It
extends many previous results.
","[{""version"":""v1"",""created"":""Mon, 25 Nov 1996 16:07:10 GMT""}]","2009-10-28"
"cond-mat/9611194","Mike Norman","H. Ding, M. R. Norman, T. Yokoya, T. Takeuchi, M. Randeria, J. C.
  Campuzano, T. Takahashi, T. Mochiku, and K. Kadowaki","Evolution of the Fermi surface with carrier concentration in
  Bi_2Sr_2CaCu_2O_{8+\delta}","4 pages, revtex, 4 postscript color figures","Phys Rev Lett 78, 2628 (1997)","10.1103/PhysRevLett.78.2628",,"cond-mat.supr-con",,"  We show, by use of angle-resolved photoemission spectroscopy, that underdoped
Bi_2Sr_2CaCu_2O_{8+\delta} appears to have a large Fermi surface centered at
(\pi,\pi), even for samples with a T_c as low as 15 K. No clear evidence of a
Fermi surface pocket around (\pi/2,\pi/2) has been found. These conclusions are
based on a determination of the minimum gap locus in the pseudogap regime T_c <
T < T^*, which is found to coincide with the locus of gapless excitations in
momentum space (Fermi surface) determined above T^*. These results suggest that
the pseudogap is more likely of precursor pairing rather than magnetic origin.
","[{""version"":""v1"",""created"":""Mon, 25 Nov 1996 16:12:03 GMT""}]","2009-10-28"
"cond-mat/9611195","C. Stephen Hellberg","C. Stephen Hellberg and E. Manousakis","Phase separation at all interaction strengths in the t-J model","Revtex, 4 pages, 3 figures. Some minor changes were made to the text
  and figures, and some references were added",,"10.1103/PhysRevLett.78.4609",,"cond-mat.str-el cond-mat.supr-con",,"  We investigate the phase diagram of the two-dimensional t-J model using a
recently developed Green's Function Monte Carlo method for lattice fermions. We
use the technique to calculate exact ground-state energies of the model on
large lattices. In contrast to many previous studies, we find the model phase
separates for all values of J/t. In particular, it is unstable at the hole
dopings and interaction strengths at which the model was thought to describe
the cuprate superconductors.
","[{""version"":""v1"",""created"":""Mon, 25 Nov 1996 16:51:14 GMT""},{""version"":""v2"",""created"":""Thu, 13 Feb 1997 17:58:29 GMT""},{""version"":""v3"",""created"":""Thu, 10 Apr 1997 17:56:33 GMT""}]","2009-10-28"
"cond-mat/9611196","Sharad Ramanathan","Sharad Ramanathan, Deniz Erta\c{s} and Daniel S. Fisher","Quasi-static crack propagation in heterogeneous media","4 pages, 1 fig (eps file)",,"10.1103/PhysRevLett.79.873",,"cond-mat.dis-nn cond-mat.mtrl-sci",,"  The dynamics of a single crack moving through a heterogeneous medium is
studied in the quasi-static approximation. Equations of motion for the crack
front are formulated and the resulting scaling behaviour analyzed. In a model
scalar system and for mode III (tearing) cracks, the crack surface is found to
be self affine with a roughness exponent of $\zeta=1/2$. But in the usual
experimental case of mode I (tensile) cracks, local mode preference causes the
crack surface to be only logarithmically rough, quite unlike those seen in
experiments. The effects of residual stresses are considered and found,
potentially, to lead to increased crack surface roughness. But it appears
likely that elastic wave propagation effects may be needed to explain the very
rough crack surfaces observed experimentally.
","[{""version"":""v1"",""created"":""Mon, 25 Nov 1996 19:06:46 GMT""}]","2009-10-28"
"cond-mat/9611197","Dr. Dana Browne","Kevin E. Bassler and Dana A. Browne","The three species monomer-monomer model: A mean-field analysis and Monte
  Carlo study","16 pages using RevTeX, plus 10 figures. Uses psfig.sty",,"10.1103/PhysRevE.55.5225",,"cond-mat.stat-mech",,"  We study the phase diagram and critical behavior of a one dimensional three
species monomer-monomer surface reaction model. Static Monte Carlo simulations
show a phase diagram consisting of a reactive steady state bordered by three
equivalent unreactive phases where the surface is saturated with one monomer
species. The transitions from the reactive to saturated phases are all
continuous, while the transitions between poisoned phases are first-order, with
bicritical points where the reactive phase meets two poisoned phases. A
mean-field cluster analysis predicts all of the qualitative features of the
phase diagram only when correlations up to triplets of adjacent sites are
included. Dynamic Monte Carlo simulations show that the transition from the
reactive to a saturated phase show critical behavior in the directed
percolation universality class, while the bicritical point shows critical
behavior in the even branching annihilating random walk class. The crossover
from bicritical to critical behavior is also studied.
","[{""version"":""v1"",""created"":""Mon, 25 Nov 1996 21:40:06 GMT""}]","2009-10-28"
"cond-mat/9611198","Franco Nori","Yeong-Lieh Lin, Franco Nori","Strongly Localized Electrons in a Magnetic Field: Exact Results on
  Quantum Interference and Magnetoconductance","4 pages, RevTeX","Phys. Rev. Lett. 76 (1996) 4580-4583","10.1103/PhysRevLett.76.4580",,"cond-mat.str-el cond-mat.mes-hall",,"  We study quantum interference effects on the transition strength for strongly
localized electrons hopping on 2D square and 3D cubic lattices in a magnetic
field B. In 2D, we obtain closed-form expressions for the tunneling probability
between two arbitrary sites by exactly summing the corresponding phase factors
of all directed paths connecting them. An analytic expression for the
magnetoconductance, as an explicit function of the magnetic flux, is derived.
In the experimentally important 3D case, we show how the interference patterns
and the small-B behavior of the magnetoconductance vary according to the
orientation of B.
","[{""version"":""v1"",""created"":""Mon, 25 Nov 1996 22:58:01 GMT""}]","2016-08-31"
"cond-mat/9611199","Jun Zang","Jun Zang (LANL), Joseph L Birman (CCNY), A.R. Bishop, L. Wang (LANL)","Nonequilibrium transport and population inversion in double quantum dot
  systems","19 pages, RevTex. 3 Figures included, to be published in Int. J. Mod.
  Phys. B",,"10.1142/S0217979297000745","LA-UR-2593","cond-mat.mes-hall",,"  We present a microscopic theory for both equilibrium and nonequilibrium
transport properties of coupled double quantum dots (DQD). A general formula
for current tunneling through the DQD is derived by the nonequilibrium Green's
function method. Using a Hartree-Fock approach, effects of multi-level coupling
and nonequilibrium electron distributions in resonant tunneling are considered.
We find that the peak in the resonant tunneling current through two symmetric
dots will split only when the inter-dot coupling is stronger than dot-lead
coupling. We predict that population inversion can be achieved in one dot in
the nonequilibrium regime.
","[{""version"":""v1"",""created"":""Tue, 26 Nov 1996 01:19:45 GMT""}]","2009-10-28"
"cond-mat/9611200","Roza Kotlyar","R. Kotlyar and S. Das Sarma","Nonlinear Transport through Coupled Double Quantum Dot Systems","10 pages, 5 figures","Physical Review B 56, 13235 (1997).","10.1103/PhysRevB.56.13235",,"cond-mat.mes-hall",,"  We investigate sequential tunneling transport through a semiconductor double
quantum dot structure by combining a simple microscopic quantum confinement
model with a Mott-Hubbard type correlation model. We calculate
nonperturbatively the evolution of the Coulomb blockade oscillations as a
function of the interdot barrier conductance, obtaining good qualitative
agreement with the experimental data over the whole tunneling regime from the
weak-coupling individual dot to the strong-coupling coherent double-dot
molecular system.
","[{""version"":""v1"",""created"":""Tue, 26 Nov 1996 02:09:07 GMT""}]","2009-10-28"
"cond-mat/9611201","Kerem Yaman","K. Yaman, P. Pincus, C. M. Marques","Membranes in rod solutions: a system with spontaneously broken symmetry","10 pages, 2 figures, 1 table; submitted to PRL",,"10.1103/PhysRevLett.78.4514",,"cond-mat.mtrl-sci",,"  We consider a dilute solution of infinitely rigid rods near a curved,
perfectly repulsive surface and study the contribution of the rod depletion
layer to the bending elastic constants of membranes. We find that a spontaneous
curvature state can be induced by exposure of BOTH sides of the membrane to a
rod solution. A similar result applies for rigid disks with a diameter equal to
the rod's length. We also study the confinement of rods in spherical and
cylindrical repulsive shells. This helps elucidate a recent discussion on
curvature effects in confined quantum mechanical and polymer systems.
","[{""version"":""v1"",""created"":""Tue, 26 Nov 1996 10:17:12 GMT""}]","2009-10-28"
"cond-mat/9611202",,"F. van Wijland and H.J. Hilhorst (LPTHE Universite de Paris-Sud)","Universal fluctuations in the support of the random walk","17 pages, LaTeX, 2 figures included",,"10.1007/BF02770757","LPTHE Orsay 96/96","cond-mat.stat-mech",,"  A random walk starts from the origin of a d-dimensional lattice. The
occupation number n(x,t) equals unity if after t steps site x has been visited
by the walk, and zero otherwise. We study translationally invariant sums M(t)
of observables defined locally on the field of occupation numbers. Examples are
the number S(t) of visited sites; the area E(t) of the (appropriately defined)
surface of the set of visited sites; and, in dimension d=3, the Euler index of
this surface. In d > 3, the averages <M>(t) all increase linearly with t as
t-->infinity. We show that in d=3, to leading order in an asymptotic expansion
in t, the deviations from average Delta M(t)= M(t)-<M>(t) are, up to a
normalization, all identical to a single ""universal"" random variable. This
result resembles an earlier one in dimension d=2; we show that this
universality breaks down for d>3.
","[{""version"":""v1"",""created"":""Tue, 26 Nov 1996 12:11:43 GMT""}]","2009-10-28"
"cond-mat/9611203","Ugur Tirnakli","Ugur Tirnakli, Fevzi Buyukkilic and Dogan Demirhan","Generalized Distribution Functions and an Alternative Approach to
  Generalized Planck Radiation Law","13 pages, RevTeX, 1 fig","Physica A 240 (1997) 657","10.1016/S0378-4371(97)00038-1",,"cond-mat.stat-mech",,"  In this study, recently introduced generalized distribution functions are
summarized and by using one of these distribution functions, namely generalized
Planck distribution, an alternative approach to the generalized Planck law for
the blackbody radiation has been tackled.
","[{""version"":""v1"",""created"":""Tue, 26 Nov 1996 15:09:39 GMT""}]","2015-06-25"
"dg-ga/9611009","Tim Hoffmann","Udo Hertrich-Jeromin, Tim Hoffmann and Ulrich Pinkall","A discrete version of the Darboux transform for isothermic surfaces","30 pages, LaTeX, a version with high quality figures is available at
  http://www-sfb288.math.tu-berlin.de/preprints.html",,,"sfb288-239","dg-ga math.DG",,"  We study Christoffel and Darboux transforms of discrete isothermic nets in
4-dimensional Euclidean space: definitions and basic properties are derived.
Analogies with the smooth case are discussed and a definition for discrete
Ribaucour congruences is given. Surfaces of constant mean curvature are special
among all isothermic surfaces: they can be characterized by the fact that their
parallel constant mean curvature surfaces are Christoffel and Darboux
transforms at the same time. This characterization is used to define discrete
nets of constant mean curvature. Basic properties of discrete nets of constant
mean curvature are derived.
","[{""version"":""v1"",""created"":""Mon, 25 Nov 1996 18:26:44 GMT""}]","2008-02-03"
"dg-ga/9611010","Robt Bryant","Robert L. Bryant","Projectively flat Finsler 2-spheres of constant curvature","AMS-TeX v2.1, amsppt.sty (v. 2.1d), 38 pages","Selecta Mathematica (N. S.) 3 (1997), 161-203",,"Duke University Dept. of Mathematics preprint no. DUKE-M-96-13","dg-ga math.DG",,"  I classify the Finsler structures on the 2-sphere that have constant
Finsler-Gauss curvature and whose geodesics are the great circles. Modulo
diffeomorphism, there is a 2-parameter family of such Finsler structures, only
one of which is homogeneous or symmetric, namely the Riemannian one.
  I discuss the history of the problem and its relation with Hilbert's Fourth
Problem and the calculus of variations.
","[{""version"":""v1"",""created"":""Mon, 25 Nov 1996 23:57:13 GMT""}]","2008-02-03"
"dg-ga/9611011","Michael K. Murray","A.L. Carey, M.G. Eastwood, P.E. Jupp and M.K. Murray","The spherical phylon group and invariants of the Laplace transform","14 pages, Latex",,,,"dg-ga math.DG",,"  We introduce the spherical phylon group, a subgroup of the group of all
formal diffeomorphisms of $\R^d$ that fix the origin. The invariant theory of
the spherical phylon group is used to understand the invariants of the Laplace
transform.
","[{""version"":""v1"",""created"":""Tue, 26 Nov 1996 01:49:23 GMT""}]","2008-02-03"
"gr-qc/9611060","Marc Israelit","Mark Israelit (Dept. of Physics, University of Konstanz, Germany; on
  leave from: Dept. of Physics, University of Haifa-Oranim, Israel)","Magnetic Monopoles and Massive Photons in a Weyl-Type Electrodynamics","12 pages, LaTex (no figures)","Gen.Rel.Grav.29:1597-1614,1997","10.1023/A:1018838530937",,"gr-qc",,"  In a previous work the Weyl-Dirac framework was generalized in order to
obtain a geometrically based general relativistic theory, possessing intrinsic
electric and magnetic currents and admitting massive photons. Some physical
phenomena in that framework are considered. So it is shown that massive photons
may exist only in presence of an intrinsic magnetic field. The role of massive
photons is essential in order to get an interaction between magnetic currents.
A static spherically symmetric solution is obtained. It may lead either to the
Reissner-Nordstr{\o}m metric, or to the metric created by a magnetic monopole.
","[{""version"":""v1"",""created"":""Mon, 25 Nov 1996 16:21:54 GMT""}]","2010-11-19"
"gr-qc/9611061","Henning Samtleben","D. Korotkin and H. Samtleben","Poisson Realization and Quantization of the Geroch Group","8 pages, LaTeX2e","Class.Quant.Grav.14:L151-L156,1997","10.1088/0264-9381/14/8/003","DESY 96-245","gr-qc hep-th",,"  The conserved nonlocal charges generating the Geroch group with respect to
the canonical Poisson structure of the Ernst equation are found. They are shown
to build a quadratic Poisson algebra, which suggests to identify the quantum
Geroch algebra with Yangian structures.
","[{""version"":""v1"",""created"":""Tue, 26 Nov 1996 09:42:40 GMT""}]","2010-04-06"
