"astro-ph/9610042","Jai-chan Hwang","J. Hwang","Roles of a coherent scalar field on the evolution of cosmic structures","4 pages, revtex, no figures, discussion revised","Phys.Lett. B401 (1997) 241-246","10.1016/S0370-2693(97)00400-0",,"astro-ph gr-qc",,"  A coherently oscillating scalar field, an axion as an example, is known to
behave as a cold dark matter. The arguments were usually made in the Newtonian
context. Ratra proved the case in relativistic context using the synchronous
gauge. In this paper we present another proof based on a more suitable gauge
choice, the uniform-curvature gauge, which fits the problem. By a proper time
averaging the perturbed oscillating scalar field behaves as a cold dark matter
on the relevant scales including the superhorizon scale.
","[{""version"":""v1"",""created"":""Mon, 7 Oct 1996 05:09:40 GMT""},{""version"":""v2"",""created"":""Wed, 9 Oct 1996 01:47:33 GMT""}]","2009-10-28"
"cond-mat/9610044","Vincenzo Fiorentini","Fabio Bernardini, Vincenzo Fiorentini, and R. M. Nieminen","Zn-related deep centers in wurtzite GaN","4 pages, to appear in ""The Physics of Semiconductors""",,,"CA96-BFN1","cond-mat.mtrl-sci",,"  Zn in GaN forms an efficient radiative center and acts as a deep acceptor
which can make the crystal insulating. Four different Zn-related centers have
been by now identified, leading to light emission in the range between 1.8 eV
and 2.9 eV. We present a first-principles investigation total energy and
electronic structure calculations for Ga-substitutional and hetero-antisite
N-substitutional Zn in wurtzite GaN, using ultrasoft pseudopotentials and a
conjugate-gradient total energy minimization method. Our results permit the
identification of the blue-light emission center as the substitutional
acceptor, while contrary to a common belief the Zn_N heteroantisite has a very
high formation energy and donor behavior, which seems to exclude it as the
origin of the other centers.
","[{""version"":""v1"",""created"":""Mon, 7 Oct 1996 11:28:19 GMT""}]","2016-08-31"
"cond-mat/9610045","Vincenzo Fiorentini","V. Fiorentini, F. Bernardini, A. Bosin, D. Vanderbilt","Ab initio shallow acceptor levels in gallium nitride","4 pages, to appear in ""The Physics of Semiconductors""",,,,"cond-mat.mtrl-sci",,"  Impurity levels and formation energies of acceptors in wurtzite GaN are
predicted ab initio. Be_Ga is found to be the shallow (thermal ionization
energy $\sim$ 0.06 eV); $Mg_{Ga}$ and $Zn_{Ga}$ are mid-deep acceptors (0.23 eV
and 0.33 eV respectively); $Ca_{Ga}$ and $Cd_{Ga}$ are deep acceptors
($\sim$0.65 eV); $Si_N$ is a midgap trap with high formation energy; finally,
contrary to recent claims, $C_N$ is a deep acceptor (0.65 eV). Interstitials
and heteroantisites are energetically not competitive with substitutional
incorporation.
","[{""version"":""v1"",""created"":""Mon, 7 Oct 1996 11:33:32 GMT""}]","2008-02-03"
"cond-mat/9610046","Vincenzo Fiorentini","V. Fiorentini, M. Methfessel","Extracting convergent surface energies from slab calculations","3 revtex pages, 1 figure, in print on J. Phys. Cond. Matt","J.Phys.Cond.Matt. 8, 6525 (1996)","10.1088/0953-8984/8/36/005",,"cond-mat.mtrl-sci",,"  The formation energy of a solid surface can be extracted from slab
calculations if the bulk energy per atom is known. It has been pointed out
previously that the resulting surface energy will diverge with slab thickness
if the bulk energy is in error, in the context of calculations which used
different methods to study the bulk and slab systems. We show here that this
result is equally relevant for state-of-the-art computational methods which
carefully treat bulk and slab systems in the same way. Here we compare
different approaches, and present a solution to the problem that eliminates the
divergence and leads to rapidly convergent and accurate surface energies.
","[{""version"":""v1"",""created"":""Mon, 7 Oct 1996 11:42:54 GMT""}]","2009-10-28"
"cond-mat/9610047","Poul Olesen","Mogens H. Jensen, Poul Olesen","Turbulent Binary Fluids: A Shell Model Study","25 pages including 9 figures in epsf. Some figures have been revised,
  and a few comments have been inserted in the text. To be published in Physica","Physica D111 (1998) 243","10.1016/S0167-2789(97)80014-0",,"cond-mat.soft astro-ph chao-dyn nlin.CD",,"  We introduce a shell (``GOY'') model for turbulent binary fluids. The
variation in the concentration between the two fluids acts as an active scalar
leading to a redefined conservation law for the energy, which is incorporated
into the model together with a conservation law for the scalar. The model is
studied numerically at very high values of the Prandtl and Reynolds numbers and
we investigate the properties close to the critical point of the miscibility
gap where the diffusivity vanishes. A peak develops in the spectrum of the
scalar, showing that a strongly turbulent flow leads to an increase in the
mixing time. The peak is, however, not very pronounced. The mixing time
diverges with the Prandtl number as a power law with an exponent of
approximately 0.9. The continuum limit of the shell equations leads to a set of
equations which can be solved by a scaling ansatz, consistent with an exact
scaling of the Navier-Stokes equations in the inertial range. In this case a
weak peak also persists for a certain time in the spectrum of the scalar. Exact
analytic solutions of the continuous shell equations are derived in the
inertial range. Starting with fluids at rest, from an initial variation of the
concentration difference, one can provoke a ``spontaneous'' generation of a
velocity field, analogous to MHD in the early universe.
","[{""version"":""v1"",""created"":""Mon, 7 Oct 1996 12:27:20 GMT""},{""version"":""v2"",""created"":""Thu, 24 Apr 1997 15:43:20 GMT""},{""version"":""v3"",""created"":""Mon, 9 Jun 1997 11:27:05 GMT""}]","2009-10-28"
"cond-mat/9610048","Peter Olmsted","Peter D. Olmsted (Leeds Physics) and F. C. MacKintosh (University of
  Michigan Physics)","Instability and front propagation in laser-tweezed lipid bilayer tubules","12 page latex + figures using epsf.sty to be published in Journal de
  Physique II, January 1997","Journal de Physique II 7 (1997) 139-156","10.1051/jp2:1997118",,"cond-mat.soft",,"  We study the mechanism of the `pearling' instability seen recently in
experiments on lipid tubules under a local applied laser intensity. We argue
that the correct boundary conditions are fixed chemical potentials, or surface
tensions \Sigma, at the laser spot and the reservoir in contact with the
tubule. We support this with a microscopic picture which includes the intensity
profile of the laser beam, and show how this leads to a steady-state flow of
lipid along the surface and gradients in the local lipid concentration and
surface tension (or chemical potential). This leads to a natural explanation
for front propagation and makes several predictions based on the tubule length.
While most of the qualitative conclusions of previous studies remain the same,
the `ramped' control parameter (surface tension) implies several new
qualitative results. We also explore some of the consequences of front
propagation into a noisy (due to pre-existing thermal fluctuations) unstable
medium.
","[{""version"":""v1"",""created"":""Mon, 7 Oct 1996 13:37:03 GMT""}]","2009-10-28"
"hep-ph/9610263","Edward Sarkisyan","E.K.G. Sarkisyan (Tel Aviv University), L.K. Gelovani, G.L.
  Gogiberidze (JINR)","On Dynamics of Fractality in Central C-Cu Collisions at 4.5A Gev/c","1+8 pages, 6 figures, LaTeX. Talk given by E. Sarkisyan at the 7th
  International Workshop on Multiparticle Dynamics, ``Correlations and
  Fluctuations'' Nijmegen, The Netherlands, June 30 - July 6, 1996. To appear
  in the Proceedings (World Scientific, Singapore, 1997)",,,"TAUP 2370-96","hep-ph hep-ex",,"  Fractal structure of charged particle distributions in the pseudorapidity and
transverse momentum in central C-Cu collisions at 4.5A GeV/c is studied by
means of intermittency approach and multifractal analysis. The modifications to
take into account statistical bias are applied. Intermittency study in the
pseudorapidity phase space indicates a non-thermal phase transition and
different regimes of multiparticle production. Multifractality is observed
within the both methods applied. The interrelation of the methods using the
effective average multiplicity approach is studied. The findings support the
idea of statistical significance of influence of finite multiplicities. In the
transverse momentum spectrum no dynamical fluctuations are found.
","[{""version"":""v1"",""created"":""Sun, 6 Oct 1996 19:03:21 GMT""}]","2007-05-23"
"hep-ph/9610264","Pyungwon Ko","Jihn E. Kim (Seoul National University, Korea)","Can Strong QCD in the Early Universe Raise the Axion Decay Constant?","Invited talk given in ICHEP'96, Poland. To appear in the proceeding.
  The tex file, one figure and the stwol.sty files are all included.",,,"SNUTP 96-107","hep-ph",,"  We report that the hypothesis that the upper bound on the axion decay
constant can be moved up beyond $10^{12}$ GeV in models with a stronger QCD in
the early universe is not realized. This proof is possible by studying the
superpotential in the dual model and obtaining the form of the axion potential
respecting the original global symmetries.
","[{""version"":""v1"",""created"":""Mon, 7 Oct 1996 06:48:28 GMT""}]","2016-09-06"
"hep-ph/9610265","Jan Bolz","J. Bolz, P. Kroll (University of Wuppertal, Germany) and G.A. Schuler
  (CERN)","Colour-octet contributions to exclusive charmonium decays","12 pages Latex, 3 PS-files of figures, uses macros 'amstex' and
  'psfig'; also available by anonymous ftp from
  ftp://wpts0.physik.uni-wuppertal.de/pub/bolz/pwav/","Phys.Lett. B392 (1997) 198-206","10.1016/S0370-2693(96)01515-8","CERN-TH/96-266 and WU B 96-28","hep-ph",,"  We investigate the theoretical uncertainties of $P$-wave charmonium decays
into two pions, $\chi_{\c J}\rightarrow \pi^+\pi^-$, $\pi^0\pi^0$. Constraining
the pion distribution-amplitude from the recent precise data on
$F_{\pi\gamma}(Q^2)$, we find an order-of-magnitude discrepancy between data
and prediction. The disagreement persists even after inclusion of transverse
degrees of freedom and Sudakov suppressions. We propose the colour-octet
mechanism as the solution to the puzzle. The colour-octet decay contribution
arising from the higher Fock component $|\c \cbar \g >$ of the $\chi_{\c J}$
wave function is actually not power suppressed with respect to the usual
colour-singlet decay arising from the dominant $|\c \cbar >$ Fock state. An
explicit calculation yields an agreement with the data for a very reasonable
value for the single extra non-perturbative parameter.
","[{""version"":""v1"",""created"":""Mon, 7 Oct 1996 10:32:44 GMT""}]","2009-10-28"
"hep-ph/9610266","Matthias Neubert","Matthias Neubert (CERN)","Heavy-Quark Effective Theory","45 pages, 11 figures; Lectures presented at the 34th International
  School of Subnuclear Physics: Effectives Theories and Fundamental
  Interactions, Erice, Italy, 3-12 July 1996",,,"CERN-TH/96-281","hep-ph",,"  We give an introduction to the heavy-quark effective theory and the $1/m_Q$
expansion, which provide the modern framework for a systematic,
model-independent description of the properties and decays of hadrons
containing a heavy quark. We discuss the applications of these concepts to
spectroscopy and to the weak decays of $B$ mesons.
","[{""version"":""v1"",""created"":""Mon, 7 Oct 1996 13:23:00 GMT""}]","2007-05-23"
"hep-ph/9610267","Bernd Kniehl","B.A. Kniehl (MPI Munich), G. Kramer (Hamburg University), M. Spira
  (CERN)","Large-p_T Photoproduction of D^*+- Mesons in ep Collisions","31 pages (Latex), 13 figures (Postscript). This version of the
  manuscript is identical with the one being printed in Z. Phys. C","Z.Phys.C76:689-700,1997","10.1007/s002880050591","CERN-TH/96-274, DESY 96-210, MPI/PhT/96-103","hep-ph hep-ex",,"  The cross section for the inclusive photoproduction of large-p_T D^*+- mesons
is calculated at next-to-leading order, adopting different approaches to
describe the fragmentation of charm quarks into D^*+- mesons. We treat the
charm quark according to the massless factorization scheme, where it is assumed
to be one of the active flavours inside the proton and the photon. We present
inclusive single-particle distributions in transverse momentum and rapidity,
including the contributions due to both direct and resolved photons. We compare
and assess the various implementations of fragmentation. We argue that, in the
high-p_T regime, a particularly realistic description can be obtained by
convoluting the Altarelli-Parisi-evolved fragmentation functions of Peterson et
al. with the hard-scattering cross sections of massless partons where the
factorization of the collinear singularities associated with final-state charm
quarks is converted to the massive-charm scheme. The predictions thus obtained
agree well with recent experimental data by the H1 and ZEUS Collaborations at
DESY HERA.
","[{""version"":""v1"",""created"":""Mon, 7 Oct 1996 13:13:00 GMT""},{""version"":""v2"",""created"":""Tue, 17 Jun 1997 12:39:38 GMT""},{""version"":""v3"",""created"":""Mon, 13 Oct 1997 08:23:18 GMT""}]","2014-11-17"
"hep-ph/9610269",,"J. Bijnens and P. Talavera","$\pi \to l\nu \gamma$ Form Factors at Two-loop","Added cut-off dependence discusion, misprints corrected","Nucl.Phys. B489 (1997) 387-404","10.1016/S0550-3213(97)00069-2","NORDITA-96/69 N,P","hep-ph",,"  Within Chiral Perturbation Theory (CHPT) we compute the form factors A, V and
$\gamma = A/V$ in the $\pi \to \nu l \gamma$ decay to $O(p^6)$. A and $\gamma$
obtain corrections of order 25%.
","[{""version"":""v1"",""created"":""Mon, 7 Oct 1996 15:27:46 GMT""},{""version"":""v2"",""created"":""Tue, 28 Jan 1997 08:53:54 GMT""}]","2016-09-06"
"hep-th/9610031","Yoon Soo Myung","H.W. Lee, Y.S. Myung(Inje U.), Jin Young Kim(Dongseo U.), D. K.
  Park(Kyungnam U.)","Higher dimensional extremal black strings","18 pages no figure, RevTeX",,,"INJE-TP-96-5","hep-th",,"  We investigate the five and six-dimensional black strings within
Einstein-Maxwell theory. The extremal black strings are endowed with the null
Killing symmetry. We study the propagation of Einstein-Maxwell modes in the
extremal black string background by using this symmetry. It turns out that one
graviton is a propagating mode, while both the Maxwell $F$ and three-form $H$
fields are non-propagating modes. Further we discuss the stability and
classical hair of the extremal black strings.
","[{""version"":""v1"",""created"":""Mon, 7 Oct 1996 05:24:30 GMT""}]","2016-09-06"
"hep-th/9610032","Enrique Alvarez","Enrique Alvarez and Yuri Kubyshin (UAM Madrid; and MSU Moscow)","Is the String Coupling Constant invariant under T-duality?","LaTeX, 13 pag. Contributions to Santa Margherita and S. Petersburg
  meetings","Nucl.Phys.Proc.Suppl. 57 (1997) 44-51","10.1016/S0920-5632(97)00352-6","FTUAM-96/24","hep-th",,"  It is well known that under T-duality the sigma model dilaton (which is
normally thought to be related to the string coupling constant through the
simple formula $\kappa = exp <\phi >$), undergoes an additive shift. On the
other hand, Kugo and Zwiebach, using a simplified form of string field theory,
claim that the string coupling constant does not change under the T-duality.
Obviously, what seems to happen is that two different coupling constants,
associated to different dilatons, are used. In this contribution we shall try
to clarify this, and related issues.
","[{""version"":""v1"",""created"":""Mon, 7 Oct 1996 09:49:45 GMT""}]","2009-10-30"
"hep-th/9610033","Steven Brumby","S.P. Brumby and G.C. Joshi (Melbourne Uni.)","Global effects in quaternionic quantum field theory","11 pages, no figures, revtex","Found.Phys. 26 (1996) 1591-1599","10.1007/BF02282122","UM-P-96/88; RCHEP 96/11","hep-th gr-qc hep-ph quant-ph",,"  We present some striking global consequences of a model quaternionic quantum
field theory which is locally complex. We show how making the quaternionic
structure a dynamical quantity naturally leads to the prediction of cosmic
strings and non-baryonic hot dark matter candidates.
","[{""version"":""v1"",""created"":""Mon, 7 Oct 1996 10:48:19 GMT""}]","2009-10-30"
"hep-th/9610034","Tigran S. Hakobyan","D.R.Karakhanyan","The effective action of W_3-gravity","Final version for publication, 17 pages, LaTeX file","Zh. Exp. Teor. Fiz. 111 1537 (1997)","10.1134/1.558239",,"hep-th",,"  A new method for integrating anomalous Ward identities and finding the
effective action is proposed. Two-dimensional supergravity and $W_3$-gravity
are used as examples to demonstrate its potential. An operator is introduced
that associates each physical quantity with a Ward identity, i.e., a quantity
that is transformed without anomalous terms and can be nullified in a
consistent manner. A covariant form of the action for matter field interacting
with a gravitational and $W_3$-gravitational background is proposed.
","[{""version"":""v1"",""created"":""Mon, 7 Oct 1996 11:50:42 GMT""},{""version"":""v2"",""created"":""Wed, 29 Apr 1998 08:02:44 GMT""}]","2009-10-30"
"hep-th/9610035","Gennaro Miele","F. Lizzi, G. Mangano, G. Miele and G. Sparano","Fermion Hilbert Space and Fermion Doubling in the Noncommutative
  Geometry Approach to Gauge Theories","plain LaTeX, pp. 17","Phys.Rev.D55:6357-6366,1997","10.1103/PhysRevD.55.6357","DSF-T-45/96, OUTP-96-61-P","hep-th",,"  In this paper we study the structure of the Hilbert space for the recent
noncommutative geometry models of gauge theories. We point out the presence of
unphysical degrees of freedom similar to the ones appearing in lattice gauge
theories (fermion doubling). We investigate the possibility of projecting out
these states at the various levels in the construction, but we find that the
results of these attempts are either physically unacceptable or geometrically
unappealing.
","[{""version"":""v1"",""created"":""Mon, 7 Oct 1996 12:47:11 GMT""}]","2010-11-19"
"hep-th/9610036","M. Libanov","M.V. Libanov","Multiparticle Threshold Amplitudes Exponentiate in Arbitrary Scalar
  Theories","9 pages, latex, 3 latex figures","Mod.Phys.Lett. A11 (1996) 2539-2546","10.1142/S021773239600254X","INR-ST-8-96","hep-th",,"  Threshold amplitudes are considered for $n$-particle production in arbitrary
scalar theory. It is found that, like in $\phi ^4$, leading-$n$ corrections to
the tree level amplitudes, being summed over all loops, exponentiate. This
result provides more evidence in favor of the conjecture on the exponential
behavior of the multiparticle amplitudes.
","[{""version"":""v1"",""created"":""Mon, 7 Oct 1996 13:18:25 GMT""}]","2015-06-26"
"hep-th/9610037","Francois David","Francois David","A scenario for the c>1 barrier in non-critical bosonic strings","20 pages, REVTeX3.0 + epsf, 10 figures. 1 reference added. To appear
  in Nucl. Phys. B","Nucl.Phys. B487 (1997) 633-649","10.1016/S0550-3213(96)00716-X","Saclay-T96/112","hep-th",,"  The c<1 and c>1 matrix models are analyzed within large N renormalization
group, taking into account touching (or branching) interactions. The c<1
modified matrix model with string exponent gamma>0 is naturally associated with
an unstable fixed point, separating the Liouville phase (gamma<0) from the
branched polymer phase (gamma=1/2). It is argued that at c=1 this multicritical
fixed point and the Liouville fixed point coalesce, and that both fixed points
disappear for c>1. In this picture, the critical behavior of c>1 matrix models
is generically that of branched polymers, but only within a scaling region
which is exponentially small when c -> 1. It also explains the behavior of
multiple Ising spins coupled to gravity. Large crossover effects occur for c-1
small enough, with a c ~ 1 pseudo-scaling which explains numerical results.
","[{""version"":""v1"",""created"":""Mon, 7 Oct 1996 14:01:24 GMT""},{""version"":""v2"",""created"":""Wed, 13 Nov 1996 09:59:44 GMT""},{""version"":""v3"",""created"":""Tue, 17 Dec 1996 09:29:42 GMT""}]","2009-10-30"
"hep-th/9610038",,"Dmitrij Sorokin and Francesco Toppan","An n=(1|1) super--Toda Model Based on OSp(1|4)","LaTex file, 12 pages","Lett.Math.Phys.42:139-152,1997","10.1023/A:1007396708587","DFPD 96/TH/49","hep-th",,"  We show that a Hamiltonian reduction of affine Lie superalgebras having
bosonic simple roots (such as $OSp(1|4)$) ``does'' produce supersymmetric Toda
models, with superconformal symmetry being nonlinearly realised for those
fields of the Toda system which are related to the bosonic simple roots of the
superalgebra. A fermionic $b-c$ system of conformal spin $(3/2,-1/2)$ is a
natural ingredient of such models.
","[{""version"":""v1"",""created"":""Mon, 7 Oct 1996 15:33:19 GMT""}]","2011-07-19"
