"adap-org/9610001","Henri Waelbroeck","S. Vera and H. Waelbroeck","Symmetry Breaking and Adaptation: The Genetic Code of Retroviral Env
  Proteins","Some typos and presentation problems have been corrected",,,,"adap-org nlin.AO q-bio",,"  Although several synonymous codons can encode the same aminoacid, this
symmetry is generally broken in natural genetic systems. In this article, we
show that the symmetry breaking can result from selective pressures due to the
violation of the synonym symmetry by mutation and recombination. We conjecture
that this enhances the probability to produce mutants that are well-adapted to
the current environment. Evidence is found in the codon frequencies of the HIV
{\it env} protein: the codons most likely to mutate and lead to new viruses
resistant to the current immunological attack, are found with a greater
frequency than their less mutable synonyms.
","[{""version"":""v1"",""created"":""Mon, 30 Sep 1996 22:57:09 GMT""},{""version"":""v2"",""created"":""Wed, 9 Oct 1996 00:16:53 GMT""}]","2008-02-03"
"astro-ph/9610005","Toshiyuki Fukushige","Toshiyuki Fukushige and Junichiro Makino (Univ. of Tokyo)","On the Origin of Cusps in Dark Matter Halos","5 pages, 4 figures, figure 1 available at
  http://grape.c.u-tokyo.ac.jp/pub/people/fukushig/paper/list.html, ApJ
  Letters, in press","Astrophys.J. 477 (1997) L9","10.1086/310516",,"astro-ph",,"  Observed cusps with density profiles $\rho\propto r^{-1}$ or shallower, in
the central regions of galaxies, cannot be reproduced in the standard Cold Dark
Matter (CDM) picture of hierarchical clustering. Previous claims to the
contrary were based on simulations with relatively few particles, and
substantial softening. We present simulations with particle numbers an order of
magnitude higher, and essentially no softening, and show that typical central
density profiles are clearly steeper than $\rho\propto r^{-1}$. The observed
shallower profiles may have formed through the smoothing effect of the
spiral-in of central black holes in previous merger phases. In addition, we
confirm the presence of a temperature inversion in the inner 5 kpc of massive
galactic halos, and illustrate its formation as a natural result of the merging
of unequal progenitors.
","[{""version"":""v1"",""created"":""Tue, 1 Oct 1996 15:04:56 GMT""},{""version"":""v2"",""created"":""Fri, 20 Dec 1996 05:58:40 GMT""}]","2009-10-28"
"astro-ph/9610006","Stefano Cristiani","S. Cristiani, S. D'Odorico, V. D'Odorico, A. Fontana, E. Giallongo,
  and S. Savaglio","The clustering properties of the Lyman-alpha clouds","9 pages, 5 figures, MNRAS-Latex. Accepted for publication in the
  Monthly Not. Roy. Astro. Soc",,"10.1093/mnras/285.1.209","PD-96-3","astro-ph",,"  We analyze the clustering properties of a high-resolution (~10 km/s) sample
of about 1600 Lyman-alpha lines in the spectra of 15 quasars, obtained in the
framework of an ESO key-programme with the addition of literature data. The
two-point correlation function in the velocity space shows a significant signal
on small velocity scales (Delta v < 300 km/s) with amplitude and significance
increasing with increasing column density. The correlation scale at z~3 turns
out to be 200 - 300 h_{50}^{-1} kpc. A trend of increasing correlation with
decreasing redshift is apparent. The existence of over- and under-densities on
scales of a few tens of Megaparsec is confirmed with a high confidence level
and a number of possible structures are identified. The present observations
are found to be consistent with models of gravitationally induced correlations.
A continuity scenario between Lyman-alpha and metal systems emerges, with a
suggested physical association between the Lyman-$\alpha$ clouds with log
N_{HI} > 14 and the halos of protogalactic systems.
","[{""version"":""v1"",""created"":""Tue, 1 Oct 1996 14:37:47 GMT""}]","2015-06-24"
"atom-ph/9609002","Christopher Herzog","C. Herzog and M. Ol'Shanii","Can We Distinguish Between the Grand Canonical and the Canonical
  Ensemble in a BEC Experiment?","8 pages, 2 figures, revision fixes typo in equation 8","Phys. Rev. A 55, 3254 (1997)","10.1103/PhysRevA.55.3254",,"atom-ph cond-mat physics.atom-ph quant-ph",,"  It is well known that at the thermodynamic limit there are no observable
differences in the results obtained by grand canonical and canonical
descriptions of a many-body system. In the present paper, we test the validity
of this statement for finite systems using as an example an ensemble of bosons
trapped in a 1D harmonic potential well. We have found an analytical formula
for the canonical partition function and shown that, for 100 trapped atoms, the
discrepancy between the grand canonical and canonical predictions for the
condensate fraction reaches 10% in the vicinity of the Bose-Einstein threshold.
This discrepancy decreases only logarithmically as the number of atoms
increases. Furthermore we investigate numerically the case of a 3D
""cigar-shape"" trap in the range of parameters corresponding to current BEC
experiments.
","[{""version"":""v1"",""created"":""Mon, 30 Sep 1996 18:47:21 GMT""},{""version"":""v2"",""created"":""Tue, 12 Nov 1996 20:36:05 GMT""}]","2009-10-28"
"chao-dyn/9610005","Henri Waelbroeck","H. Waelbroeck and F. Zertuche","Discrete Chaos","Essentially a new paper. postscript figures are from a scanner, they
  can be ghostviewed in in windows environment or printed. to appear in J.
  Phys. A: Math. Gen",,,,"chao-dyn nlin.CD",,"  We propose a theory of deterministic chaos for discrete systems, based on
their representations in binary state spaces $ \Omega $, homeomorphic to the
space of symbolic dynamics. This formalism is applied to neural networks and
cellular automata; it is found that such systems cannot be viewed as chaotic
when one uses the Hamming distance as the metric for the space. On the other
hand, neural networks with memory can in principle provide examples of discrete
chaos; numerical simulations show that the orbits on the attractor present
topological transitivity and a dimensional phase space reduction. We compute
this by extending the methodology of Grassberger and Procaccia to $ \Omega $.
As an example, we consider an asymmetric neural network model with memory which
has an attractor of dimension $D_a = 2$ for $N = 49$.
","[{""version"":""v1"",""created"":""Mon, 30 Sep 1996 22:44:11 GMT""},{""version"":""v2"",""created"":""Thu, 10 Dec 1998 09:11:19 GMT""}]","2008-02-03"
"cond-mat/9609284","G. Fano","G. Fano, F. Ortolani and L. Ziosi","Numerical results for generalized RVB wavefunctions","Plain Tex, 21 pages, to be published in Phys. Rev.B",,,,"cond-mat",,"  Numerical results are presented for a generalized resonance valence bond
state which includes both ionic and covalent contributions in each bond ; non
nearest-neighbor bonds are also considered. Variational calculations have been
performed and the space group symmetry has been taken into account. The results
for the Hubbard Hamiltonian are compared with the exact ones for the $ 2 X 2 X
2 $ and the $ 4 X 4 $ lattices. The agreement is quite satisfactory for large
values of the interaction U ( for U=40 the overlap with the exact ground state
wave function is 0.999 ). Several correlation functions are also compared.
","[{""version"":""v1"",""created"":""Mon, 30 Sep 1996 17:18:33 GMT""}]","2007-05-23"
"cond-mat/9609286","G. Uhrig","Goetz S. Uhrig","Conductivity in a symmetry broken phase: Spinless fermions with $1/d$
  corrections","23 pages, 19 figures included with psfig, Revtex; Physical Review
  B15, in press (October/November 1996) depending on the printer/screen driver,
  it might be necessary to comment out figures 3,4,5,10,11,12,19 and have them
  printed separately","Phys. Rev. B 54, 10436 (1996)","10.1103/PhysRevB.54.10436",,"cond-mat",,"  The dynamic conductivity $\sigma(\omega)$ of strongly correlated electrons in
a symmetry broken phase is investigated in the present work. The model
considered consists of spinless fermions with repulsive interaction on a simple
cubic lattice. The investigated symmetry broken phase is the charge density
wave (CDW) with wave vector $Q=(\pi,\pi,\pi)^\dagger$ which occurs at
half-filling. The calculations are based on the high dimensional approach, i.e.
an expansion in the inverse dimension $1/d$ is used. The finite dimensionality
is accounted for by the inclusion of linear terms in $1/d$ and the true finite
dimensional DOS. Special care is paid to the setup of a conserving
approximation in the sense of Baym/Kadanoff without inconsistencies. The
resulting Bethe-Salpeter equation is solved for the dynamic conductivity in the
non symmetry broken and in the symmetry broken phase (AB-CDW). The
dc-conductivity is reduced drastically in the CDW. Yet it does not vanish in
the limit $T \to 0$ due to a subtle cancellation of diverging mobility and
vanishing DOS. In the dynamic conductivity $\sigma(\omega)$ the energy gap
induced by the symmetry breaking is clearly discernible. In addition, the
vertex corrections of order $1/d$ lead to an excitonic resonance lying within
the gap.
","[{""version"":""v1"",""created"":""Mon, 30 Sep 1996 16:25:57 GMT""}]","2016-08-31"
"cond-mat/9609288","Alexander Mirlin","Ya. M. Blanter, A. D. Mirlin, and B. A. Muzykantskii","Fluctuations of Conductance Peak Spacings in the Coulomb Blockade
  Regime: Role of Electron-Electron Interaction","REVTEX 4 pages, some changes made, 1 figure added","Phys. Rev. Lett. 78, 2449 (1997)","10.1103/PhysRevLett.78.2449",,"cond-mat.mes-hall",,"  We study influence of electron-electron interaction on statistics of Coulomb
blockade peak spacings in disordered quantum dots. It is shown that the
interaction combined with fluctuations of eigenfunctions of the Fermi sea,
enhances the peak spacing fluctuations, in accordance with recent experiments.
In addition, account of the spin degrees of freedom leads to a pronounced
odd-even structure for weak interaction ($e^2/\epsilon \ll v_F$); in the
opposite case ($e^2/\epsilon \gtrsim v_F$) this structure is washed out.
","[{""version"":""v1"",""created"":""Mon, 30 Sep 1996 16:02:25 GMT""},{""version"":""v2"",""created"":""Fri, 21 Mar 1997 12:24:56 GMT""}]","2009-10-28"
"cond-mat/9609289","Raymond E. Goldstein","Thomas R. Powers and Raymond E. Goldstein (Univ. of Arizona)","Pearling and Pinching: Propagation of Rayleigh Instabilities","Revtex, 7 pages, 4 ps figs, PRL",,"10.1103/PhysRevLett.78.2555",,"cond-mat nlin.PS patt-sol",,"  A new category of front propagation problems is proposed in which a spreading
instability evolves through a singular configuration before saturating. We
examine the nature of this front for the viscous Rayleigh instability of a
column of one fluid immersed in another, using the marginal stability criterion
to estimate the front velocity, front width, and the selected wavelength in
terms of the surface tension and viscosity contrast. Experiments are suggested
on systems that may display this phenomenon, including droplets elongated in
extensional flows, capillary bridges, liquid crystal tethers, and viscoelastic
fluids. The related problem of propagation in Rayleigh-like systems that do not
fission is also considered.
","[{""version"":""v1"",""created"":""Mon, 30 Sep 1996 16:39:21 GMT""}]","2009-10-28"
"cond-mat/9609290","Rosario N. Mantegna","Rosario N. Mantegna and H. Eugene Stanley","Turbulence and finance?","5 pages (LaTex)+ 6 Postscript figures. To appear in Nature as a
  Scientific Correspondence",,,,"cond-mat",,"  Analogies between the price dynamics in the foreign exchange market and
3-dimensional fully developed turbulence were recently presented in Nature vol.
381, 767-769 (1996). Independently, we have carried out a study comparing the
parallel of the dynamical properties of the S&P 500 index and of the time
evolution of a 3-dimensional fully turbulent fluid, but our study arrives at
rather different conclusions. Specifically, we find while intermittency -- i.e.
abrupt changes of activity in the time evolution of the variance of price
changes and of the mean energy dissipation -- and non-Gaussian behavior (for
short times) in the probability distribution of price and velocity changes
characterize both systems, the stochastic nature of the two processes is
quantitatively quite different.
","[{""version"":""v1"",""created"":""Mon, 30 Sep 1996 16:22:19 GMT""}]","2007-05-23"
"cond-mat/9609291","Nuno Miguel Peres","J.M.P. Carmelo, N.M.R. Peres, and D.K. Campbell","Complete Pseudoparticle Representation and the Conductivity Spectrum of
  the Hubbard Chain","LaTeX file, no figures, 11 pages",,,,"cond-mat",,"  We use a complete pseudoparticle operator representation to study the
explicit form of the finite-frequency conductivity for the Hubbard chain. Our
study reveals that the spectral weight is mostly concentrated at the \omega =0
Drude peak (except at density n=1) and at an absorption starting just below
twice the value of the chemical potential whose \omega-dependence we evaluate
exactly. We also obtain the exact \omega dependence of the higher-energy,
less-pronounced absorption edges, whose weights vanish for large on-site
interaction U.
","[{""version"":""v1"",""created"":""Mon, 30 Sep 1996 20:38:53 GMT""},{""version"":""v2"",""created"":""Tue, 7 Jan 1997 10:41:28 GMT""}]","2008-02-03"
"cond-mat/9609292","Jaime Santos","J.E. Santos (Oxford University)","The duality relation between Glauber dynamics and the
  diffusion-annihilation model as a similarity transformation","15 pages, Latex file, no figures. To be published in J. Phys. A.
  Minor changes were made to the previous version to conform with the referee's
  Report",,"10.1088/0305-4470/30/9/030","OUTP-96-29S","cond-mat.stat-mech",,"  In this paper we address the relationship between zero temperature Glauber
dynamics and the diffusion-annihilation problem in the free fermion case. We
show that the well-known duality transformation between the two problems can be
formulated as a similarity transformation if one uses appropriate (toroidal)
boundary conditions. This allow us to establish and clarify the precise nature
of the relationship between the two models. In this way we obtain a one-to-one
correspondence between observables and initial states in the two problems. A
random initial state in Glauber dynamics is related to a short range correlated
state in the annihilation problem. In particular the long-time behaviour of the
density in this state is seen to depend on the initial conditions. Hence, we
show that the presence of correlations in the initial state determine the
dependence of the long time behaviour of the density on the initial conditions,
even if such correlations are short-ranged. We also apply a field-theoretical
method to the calculation of multi-time correlation functions in this initial
state.
","[{""version"":""v1"",""created"":""Mon, 30 Sep 1996 20:54:00 GMT""},{""version"":""v2"",""created"":""Fri, 23 May 1997 15:02:42 GMT""}]","2009-10-28"
"cond-mat/9610001","Pablo Jensen","Pablo Jensen (CNRS Lyon, France), Hern\'an Larralde (Instituto de
  Fisica, Mexico) and Alberto Pimpinelli (ILL Grenoble, France)","The effect of monomer evaporation on a simple model of submonolayer
  growth","41 pages including figures, Revtex, to be published in Physical
  Review B",,"10.1103/PhysRevB.55.2556",,"cond-mat.mtrl-sci",,"  We present a model for thin film growth by particle deposition that takes
into account the possible evaporation of the particles deposited on the
surface. Our model focuses on the formation of two-dimensional structures. We
find that the presence of evaporation can dramatically affect the growth
kinetics of the film, and can give rise to regimes characterized by different
``growth'' exponents and island size distributions. Our results are obtained by
extensive computer simulations as well as through a simple scaling approach and
the analysis of rate equations describing the system. We carefully discuss the
relationship of our model with previous studies by Venables and Stoyanov of the
same physical situation, and we show that our analysis is more general.
","[{""version"":""v1"",""created"":""Tue, 1 Oct 1996 13:43:53 GMT""}]","2009-10-28"
"cond-mat/9610002","Joerg Dewitz","J. Kasparian, B. Kr\""amer, J. P. Dewitz, S. Vajda, P. Rairoux, B.
  Vezin, V. Boutou, T. Leisner, W. H\""ubner, J. P. Wolf, L. W\""oste, K. H.
  Bennemann","Angular Dependences of Third Harmonic Generation from Microdroplets","4 pages, RevTeX, 3 figures available on request from
  jkaspari@cognac.univ-lyon1.fr, submitted to PRL",,"10.1103/PhysRevLett.78.2952",,"cond-mat",,"  We present experimental and theoretical results for the angular dependence of
third harmonic generation (THG) of water droplets in the micrometer range (size
parameter $62<ka<248$). The THG signal in $p$- and $s$-polarization obtained
with ultrashort laser pulses is compared with a recently developed nonlinear
extension of classical Mie theory including multipoles of order $l\leq250$.
Both theory and experiment yield over a wide range of size parameters
remarkably stable intensity maxima close to the forward and backward direction
at ``magic angles''. In contrast to linear Mie scattering, both are of
comparable intensity.
","[{""version"":""v1"",""created"":""Tue, 1 Oct 1996 12:22:32 GMT""}]","2009-10-28"
"cond-mat/9610003","Daniel Dominguez","Daniel Dominguez (1), Niels Gronbech-Jensen (2), and A. R. Bishop (2)
  ((1) Centro Atomico Bariloche, Argentina, (2) Los Alamos National Laboratory,
  USA)","First-Order Melting of a Moving Vortex Lattice: Effects of Disorder","Important changes from original version. Finite size analysis of
  results has been added. Figure 2 has been changed. There is a new additional
  Figure. To be published in Physical Review Letters",,"10.1103/PhysRevLett.78.2644","LA-UR 96-3261","cond-mat.supr-con",,"  We study the melting of a moving vortex lattice through numerical simulations
with the current driven 3D XY model with disorder. We find that there is a
first-order phase transition even for large disorder when the corresponding
equilibrium transition is continuous. The low temperature phase is an
anisotropic moving glass.
","[{""version"":""v1"",""created"":""Tue, 1 Oct 1996 15:03:13 GMT""},{""version"":""v2"",""created"":""Thu, 6 Feb 1997 13:22:36 GMT""}]","2009-10-28"
