"alg-geom/9612012","Rolf Schimmrigk","Rolf Schimmrigk","Scaling Behavior on the Space of Calabi-Yau Manifolds","11 pages, 4 eps figs Latex",,,"BONN-TH-96-13","alg-geom hep-th math.AG",,"  Recent work is reviewed which suggests that certain universal quantities,
defined for all Calabi-Yau manifolds, exhibit a specific behavior which is not
present for general K\""ahler manifolds. The variables in question, natural from
a mathematical perspective, are of physical importance because they determine
aspects of the low-energy string physics in four dimensions, such as Yukawa
couplings and threshold corrections. It is shown that these quantities,
evaluated on the complete class of Calabi-Yau hypersurfaces in weighted
projective 4-space, exhibit scaling behavior with respect to a new scaling
variable. (To appear in Mirror Symmetry II.)
","[{""version"":""v1"",""created"":""Thu, 12 Dec 1996 16:46:01 GMT""},{""version"":""v2"",""created"":""Fri, 13 Dec 1996 19:18:59 GMT""}]","2008-02-03"
"astro-ph/9612136",,"A. Cappi, L. Ciotti, B. Lanzoni, C. Maraston, S. Maurogordato, S.
  Pellegrini","Five contributions to the 3rd ESO-VLT Workshop ``Galaxy Scaling
  Relations''","18 pages, plain LaTeX, plus 4 .ps figures plus 2 .eps figures and
  LaTeX-macros lamuphys.sty psfig.sty epsf.sty",,,"BAP 12-1996-043-OAB","astro-ph",,"  In the first contribution the basic problems posed by the existence of the
Fundamental Plane (FP), and its relations with the Virial Theorem are
discussed. Various possibilities are presented that can produce the observed
uniform departure from homology and/or from a constant stellar mass-to-light
ratio. The role of orbital anisotropy and its relation with the FP thickness
are also discussed. In the second contribution the observational evidence for
the existence of a FP for galaxy clusters, analogous to that of ellipticals, is
presented and discussed. In the third contribution the dynamical properties of
$R^{1/m}$ spherical galaxies with variable orbital anisotropy are discussed.
The stability of the models against radial--orbit instability is studied, and
the consequences on the FP tilt and thickness are discussed. An innovative tool
for the construction of Evolutionary Synthesis models of Stellar Populations is
described in the fourth contribution. As an illustrative example, the evolution
of the stellar mass-to-light ratios has been computed and the implications on
the FP of elliptical galaxies are briefly discussed. Finally, in the fifth
contribution, with the aid of the first large sample of X-ray emitting
early-type galaxies with known kinematics, the effect of rotation on the X-ray
emission, particularly with regard to the X-ray underluminosity of flat systems
is discussed. The role of structural parameters as the ellipticity, the
isophotal shape parameter $a_4/a$, and the inner slope of the surface
brightness profile recently measured by HST are also investigated.
","[{""version"":""v1"",""created"":""Fri, 13 Dec 1996 14:17:30 GMT""}]","2009-09-25"
"astro-ph/9612137","Johan Knapen","J.H. Knapen (U. Hertfordshire)","Atomic hydrogen in the spiral galaxy NGC 3631","12 pages, Latex. 10 postscript files included. Better quality
  versions of the figures available from
  ftp://star.herts.ac.uk/pub/Knapen/3631hi . Accepted, MNRAS",,"10.1093/mnras/286.2.403",,"astro-ph",,"  New high resolution, high sensitivity WSRT HI synthesis observations of the
spiral galaxy NGC 3631 are presented. In the total atomic hydrogen map, the
spiral arms are well distinguished from the interarm regions, while the
sensitivity allows detection of HI in all but a few isolated regions of the
areas between the spiral arms. Most of the atomic hydrogen is located within
the optical disc, but the HI extends to some 1.5R_opt. The HI follows the
spiral arms, and streaming motions of up to ~15 kms (projected) can be
identified from the velocity field. Assuming a constant inclination angle of 17
deg, a rotation curve is derived which is slightly falling in the outer parts
of the disc. Analysis of a residual velocity field, obtained after subtraction
of an axisymmetric model based on the rotation curve, confirms the existence of
streaming motions near the spiral arms in an otherwise undisturbed disc.
","[{""version"":""v1"",""created"":""Fri, 13 Dec 1996 15:25:34 GMT""}]","2015-06-24"
"chao-dyn/9612020","Holger Waalkens","H. Waalkens, J. Wiersig, H.R. Dullin","Elliptic Quantum Billiard","33 pages, Latex2e, 19 figures,macros: epsfig, amssymb, amstext,
  submitted to Annals of Physics","Ann. Physics, 260:50--90, 1997","10.1006/aphy.1997.5715",,"chao-dyn nlin.CD",,"  The exact and semiclassical quantum mechanics of the elliptic billiard is
investigated. The classical system is integrable and exhibits a separatrix,
dividing the phasespace into regions of oscillatory and rotational motion. The
classical separability carries over to quantum mechanics, and the Schr\""odinger
equation is shown to be equivalent to the spheroidal wave equation. The quantum
eigenvalues show a clear pattern when transformed into the classical action
space. The implication of the separatrix on the wave functions is illustrated.
A uniform WKB quantization taking into account complex orbits is shown to be
adequate for the semiclassical quantization in the presence of a separatrix.
The pattern of states in classical action space is nicely explained by this
quantization procedure. We extract an effective Maslov phase varying smoothly
on the energy surface, which is used to modify the Berry-Tabor trace formula,
resulting in a summation over non-periodic orbits. This modified trace formula
produces the correct number of states, even close to the separatrix. The
Fourier transform of the density of states is explained in terms of classical
orbits, and the amplitude and form of the different kinds of peaks is
analytically calculated.
","[{""version"":""v1"",""created"":""Thu, 12 Dec 1996 20:47:42 GMT""}]","2008-02-03"
"cmp-lg/9612002","Paolo Baggia","Cosmin Popovici (ICI - Bucuresti, Romania), Paolo Baggia (CSELT -
  Turin, Italy)","Specialized Language Models using Dialogue Predictions","4 pages, LaTeX, 2 eps figures, uses icassp.sty, a4.sty and psfig.tex;
  to appear in Proc. of ICASSP 1997, Munich, Germany",,,,"cmp-lg cs.CL",,"  This paper analyses language modeling in spoken dialogue systems for
accessing a database. The use of several language models obtained by exploiting
dialogue predictions gives better results than the use of a single model for
the whole dialogue interaction. For this reason several models have been
created, each one for a specific system question, such as the request or the
confirmation of a parameter.
  The use of dialogue-dependent language models increases the performance both
at the recognition and at the understanding level, especially on answers to
system requests. Moreover other methods to increase performance, like automatic
clustering of vocabulary words or the use of better acoustic models during
recognition, does not affect the improvements given by dialogue-dependent
language models.
  The system used in our experiments is Dialogos, the Italian spoken dialogue
system used for accessing railway timetable information over the telephone. The
experiments were carried out on a large corpus of dialogues collected using
Dialogos.
","[{""version"":""v1"",""created"":""Thu, 12 Dec 1996 16:45:33 GMT""},{""version"":""v2"",""created"":""Fri, 13 Dec 1996 12:52:01 GMT""}]","2008-02-03"
"cond-mat/9612122","Matthew B. Hastings","M.B. Hastings","Fermion Mapping for Orthogonal and Symplectic Ensembles","7 pages, LaTeX",,,,"cond-mat.dis-nn",,"  The circular orthogonal and circular symplectic ensembles are mapped onto
free, non-hermitian fermion systems. As an illustration, the two-level form
factors are calculated.
","[{""version"":""v1"",""created"":""Thu, 12 Dec 1996 18:00:13 GMT""}]","2008-02-03"
"cond-mat/9612123","Nuno Miguel Peres","N. M. R. Peres, J. M. P. Carmelo, D. K. Campbell, and A. W. Sandvik","Pseudoparticle Description of the 1D Hubbard Model Electronic Transport
  Properties","4 pages, RevTex, one figure (can be obtained upon request from
  peres@evunix.uevora.pt). To apper in the Proceedings of the Euroconference on
  ""Correlations in Unconventional Quantum Liquids"" in Zeitschrift f\""ur Physik
  B- Condensed Matter (Dedicated to the memory of Sir Rudolph Peierls)",,"10.1007/s002570050362",,"cond-mat.str-el",,"  We extend the pseudoparticle transport description of the Hubbard chain to
all energy scales. In particular we compute the mean value of the electric
current transported by any Bethe-ansatz state and the transport masses of the
charge carriers. We present numerical results for the optical conductivity of
the model at half-filling for values of U/t=3 and 4. We show that these are in
good agreement with the pseudoparticle description of the finite-energy
transitions involving new pseudoparticle energy bands.
","[{""version"":""v1"",""created"":""Thu, 12 Dec 1996 17:49:46 GMT""}]","2016-08-31"
"cond-mat/9612124","Beate Schmittmann","B. Schmittmann and C.A. Laberge","Novel Quenched Disorder Fixed Point in a Two-Temperature Lattice Gas","11 pages, no figures, RevTex",,"10.1209/epl/i1997-00191-8",,"cond-mat.stat-mech cond-mat.dis-nn",,"  We investigate the effects of quenched randomness on the universal properties
of a two-temperature lattice gas. The disorder modifies the dynamical
transition rates of the system in an anisotropic fashion, giving rise to a new
fixed point. We determine the associated scaling form of the structure factor,
quoting critical exponents to two-loop order in an expansion around the upper
critical dimension d$_c=7$. The close relationship with another quenched
disorder fixed point, discovered recently in this model, is discussed.
","[{""version"":""v1"",""created"":""Thu, 12 Dec 1996 19:33:06 GMT""}]","2009-10-28"
"cond-mat/9612125","David DiVincenzo","David P. DiVincenzo (IBM)","Quantum Computation and Spin Physics","21 pages, Latex, 3 eps figures, prepared for the Proceedings of the
  Annual MMM Meeting, November, 1996, to be published in J. Appl. Phys",,"10.1063/1.365176",,"cond-mat.mes-hall quant-ph",,"  A brief review is given of the physical implementation of quantum computation
within spin systems or other two-state quantum systems. The importance of the
controlled-NOT or quantum XOR gate as the fundamental primitive operation of
quantum logic is emphasized. Recent developments in the use of quantum
entanglement to built error-robust quantum states, and the simplest protocol
for quantum error correction, are discussed.
","[{""version"":""v1"",""created"":""Thu, 12 Dec 1996 21:21:59 GMT""}]","2009-10-28"
"cond-mat/9612126","David DiVincenzo","David P. DiVincenzo (IBM)","Topics in Quantum Computers","22 pages, Latex, 1 eps figure, Paper to be published in ""Mesoscopic
  Electron Transport"", edited by L. Kowenhoven, G. Schoen and L. Sohn, NATO ASI
  Series E, Kluwer Ac. Publ., Dordrecht. v2: typos in refrences fixed",,,,"cond-mat.mes-hall quant-ph",,"  I provide an introduction to quantum computers, describing how they might be
realized using language accessible to a solid state physicist. A listing of the
minimal requirements for creating a quantum computer is given. I also discuss
several recent developments in the area of quantum error correction, a subject
of importance not only to quantum computation, but also to some aspects of the
foundations of quantum theory.
","[{""version"":""v1"",""created"":""Thu, 12 Dec 1996 21:22:44 GMT""},{""version"":""v2"",""created"":""Mon, 16 Dec 1996 15:53:47 GMT""}]","2008-02-03"
"cond-mat/9612127","Dmitri Chklovskii","Dmitri B. Chklovskii and Bertrand I. Halperin","Consequences of a possible adiabatic transition between \nu=1/3 and
  \nu=1 quantum Hall states in a narrow wire","4 pages RevTex, includes 2 eps figures, Submitted to Phys. Rev. Lett",,"10.1016/S1386-9477(97)00016-7",,"cond-mat.mes-hall cond-mat.str-el",,"  We consider the possibility of creating an adiabatic transition through a
narrow neck, or point contact, between two different quantized Hall states that
have the same number of edge modes, such as \nu=1 and \nu=1/3. We apply both
the composite fermion and the Luttinger liquid formalism to analyze the
transition. We suggest that using such adiabatic junctions one could build a DC
step-up transformer, where the output voltage is higher than the input.
Difficulties standing in the way of an experimental implementation of the
adiabatic junction are addressed.
","[{""version"":""v1"",""created"":""Fri, 13 Dec 1996 03:36:18 GMT""}]","2015-06-25"
"gr-qc/9612031","Robert Mann","C. Alvarez and R.B. Mann","Testing the Equivalence Principle using Atomic Vacuum Energy Shifts","4 pages, latex, epsf, 1 figure","Mod.Phys.Lett. A11 (1996) 1757-1763","10.1142/S0217732396001740",,"gr-qc",,"  We consider possible tests of the Einstein Equivalence Principle for
quantum-mechanical vacuum energies by evaluating the Lamb shift transition in a
class of non-metric theories of gravity described by the \tmu formalism. We
compute to lowest order the associated red shift and time dilation parameters,
and discuss how (high-precision) measurements of these quantities could provide
new information on the validity of the equivalence principle.
","[{""version"":""v1"",""created"":""Thu, 12 Dec 1996 17:57:15 GMT""}]","2015-06-25"
"gr-qc/9612032","Haret Rosu","J. Socorro, H.C. Rosu","Supersymmetric double Darboux method in quantum cosmology","4 pages, Proc. of the 2nd Mex. School on Grav. and Math. Phys., Eds.
  A. Garcia et al., available also at http://kaluza.physik.uni-konstanz.de/2MS",,,,"gr-qc",,"  We briefly present the supersymmetric double Darboux method and next apply it
to the continuum of the quantum Taub cosmological model as a toy model in order
to generate a one-parameter family of bosonic Taub potentials and the
corresponding wavefunctions
","[{""version"":""v1"",""created"":""Thu, 12 Dec 1996 22:22:00 GMT""},{""version"":""v2"",""created"":""Wed, 8 Jan 1997 17:30:00 GMT""},{""version"":""v3"",""created"":""Sun, 2 Feb 1997 23:55:00 GMT""},{""version"":""v4"",""created"":""Fri, 20 Feb 1998 00:59:03 GMT""}]","2008-02-03"
"gr-qc/9612033","Thomas Strobl","J. Gegenberg, G. Kunstatter, and T. Strobl","Edge States and Entropy of 2d Black Holes","36 pages, Latex","Phys.Rev.D55:7651-7665,1997","10.1103/PhysRevD.55.7651","PITHA-96/38","gr-qc hep-th",,"  In several recent publications Carlip, as well as Balachandran, Chandar and
Momen, have proposed a statistical mechanical interpretation for black hole
entropy in terms of ``would be gauge'' degrees of freedom that become dynamical
on the boundary to spacetime. After critically discussing several routes for
deriving a boundary action, we examine their hypothesis in the context of
generic 2-D dilaton gravity. We first calculate the corresponding statistical
mechanical entropy of black holes in 1+1 deSitter gravity, which has a gauge
theory formulation as a BF-theory. Then we generalize the method to dilaton
gravity theories that do not have a (standard) gauge theory formulation. This
is facilitated greatly by the Poisson-Sigma-model formulation of these
theories. It turns out that the phase space of the boundary particles coincides
precisely with a symplectic leaf of the Poisson manifold that enters as target
space of the Sigma-model. Despite this qualitatively appealing picture, the
quantitative results are discouraging: In most of the cases the symplectic
leaves are non-compact and the number of microstates yields a meaningless
infinity. In those cases where the particle phase space is compact - such as,
e.g., in the Euclidean deSitter theory - the edge state degeneracy is finite,
but generically it is far too small to account for the semiclassical
Bekenstein-Hawking entropy.
","[{""version"":""v1"",""created"":""Thu, 12 Dec 1996 23:46:13 GMT""}]","2014-11-17"
"gr-qc/9612034","Gianni Landi","Giovanni Landi, Carlo Rovelli","General Relativity in terms of Dirac Eigenvalues","6 pages, RevTex","Phys.Rev.Lett. 78 (1997) 3051-3054","10.1103/PhysRevLett.78.3051",,"gr-qc hep-th",,"  The eigenvalues of the Dirac operator on a curved spacetime are
diffeomorphism-invariant functions of the geometry. They form an infinite set
of ``observables'' for general relativity. Recent work of Chamseddine and
Connes suggests that they can be taken as variables for an invariant
description of the gravitational field's dynamics. We compute the Poisson
brackets of these eigenvalues and find them in terms of the energy-momentum of
the eigenspinors and the propagator of the linearized Einstein equations. We
show that the eigenspinors' energy-momentum is the Jacobian matrix of the
change of coordinates from metric to eigenvalues. We also consider a minor
modification of the spectral action, which eliminates the disturbing huge
cosmological term and derive its equations of motion. These are satisfied if
the energy momentum of the trans Planckian eigenspinors scale linearly with the
eigenvalue; we argue that this requirement approximates the Einstein equations.
","[{""version"":""v1"",""created"":""Fri, 13 Dec 1996 11:21:10 GMT""}]","2009-10-28"
"hep-ex/9612009","Susan Blessing","D0 Collaboration, S. Abachi, et al","Search for Top Squark Pair Production in the Dielectron Channel","Five pages, including three figures, submitted to PRD Brief Reports","Phys.Rev.D57:589-593,1998","10.1103/PhysRevD.57.589","FERMILAB-PUB-96/449-E, D0PUB-96-15","hep-ex",,"  This report describes the first search for top squark pair production in the
channel stop_1 stopbar_1 -> b bbar chargino_1 chargino_1 -> ee+jets+MEt using
74.9 +- 8.9 pb^-1 of data collected using the D0 detector. A 95% confidence
level upper limit on sigma*B is presented. The limit is above the theoretical
expectation for sigma*B for this process, but does show the sensitivity of the
current D0 data set to a particular topology for new physics.
","[{""version"":""v1"",""created"":""Thu, 12 Dec 1996 17:02:15 GMT""}]","2008-11-26"
"hep-ex/9612010","Fritz DeJongh","Fritz DeJongh (Fermilab), George Michail (Harvard University)","Time Dependent B0 B0-bar Mixing at CDF","7 pages, 4 figures, Latex, also available at
  http://www-cdf.fnal.gov/physics/conf96/cdf3923_dpf96_b_mixing.ps . Submitted
  to the Proceedings of the 1996 Meeting of the Division of Particles and
  Fields, American Pbysical Society, Minneapolis MN, August 10-15, 1996",,,"FERMILAB Conf-96/407-E","hep-ex",,"  We describe two measurements of Delta m_d. The first uses B -> nu l D(*)
events and a same-side flavor tagging algorithm. The second uses dilepton
events. From the average of these two measurements we find Delta m_d = 0.466 +-
0.037 +- 0.031 ps^{-1}.
","[{""version"":""v1"",""created"":""Thu, 12 Dec 1996 17:39:50 GMT""}]","2007-05-23"
"hep-ex/9612011","John Womersley","S. Abachi, et al. (D0 Collaboration)","Search for Diphoton Events with Large Missing Transverse Energy in
  proton-antiproton collisions at sqrt(s) = 1.8 TeV","6 pp, LaTeX, 2 postscript figures. Submitted to Physical Review
  Letters","Phys.Rev.Lett.78:2070-2074,1997","10.1103/PhysRevLett.78.2070","FERMILAB-Pub-96/446-E","hep-ex",,"  A search for signals of new physics has been carried out in the channel p
pbar -> gamma gamma + ETmiss. This signature is expected in various recently
proposed supersymmetric (SUSY) models. We observe 842 events with two photons
having transverse momentum ET(g) > 12 GeV and pseudorapidity |eta(g)| < 1.1. Of
these, none have missing transverse energy (ETmiss) in excess of 25 GeV. The
distribution of ETmiss is consistent with that of the expected background. We
therefore set limits on production cross sections for selectron, sneutrino and
neutralino pairs, decaying into photons. The limits range from about 400 fb to
1 pb depending on the sparticle masses. A general limit of 185 fb (95% C.L.) is
set on sigma.B(pbar p -> gamma gamma ETmiss + X) where ET(g) > 12 GeV, |eta(g)|
< 1.1, and ETmiss > 25 GeV.
","[{""version"":""v1"",""created"":""Thu, 12 Dec 1996 17:52:51 GMT""}]","2008-11-26"
