"adap-org/9606004","Kunihiko Kaneko","Kunihiko Kaneko (Univ. of Tokyo,Komaba)","Coupled Maps with Growth and Death: An Approach to Cell Differentiation","LatexText,figures are not included. submitted to PhysicaD
  (1995,revised 1996 May)",,"10.1016/S0167-2789(96)00282-5",,"adap-org nlin.AO q-bio",,"  An extension of coupled maps is given which allows for the growth of the
number of elements, and is inspired by the cell differentiation problem. The
growth of elements is made possible first by clustering the phases, and then by
differentiating roles. The former leads to the time sharing of resources, while
the latter leads to the separation of roles for the growth. The mechanism of
the differentiation of elements is studied. An extension to a model with
several internal phase variables is given, which shows differentiation of
internal states. The relevance of interacting dynamics with internal states
(``intra-inter"" dynamics) to biological problems is discussed with an emphasis
on heterogeneity by clustering, macroscopic robustness by partial
synchronization and recursivity with the selection of initial conditions and
digitalization.
","[{""version"":""v1"",""created"":""Fri, 28 Jun 1996 06:47:12 GMT""}]","2009-10-28"
"chao-dyn/9606012","Andrei Mezincescu","G. Andrei Mezincescu, Daniel Bessis, Jean-Daniel Fournier, Giorgio
  Mantica and Francisc D. Aaron (SPhT, CE Saclay, France)","Distribution of roots of random real generalized polynomials","17 pages, Revtex. To appear in J. Stat. Phys. Uuencoded gz-compresed
  tarfile (.66MB) containing 8 Postscript figures is available by e-mail from
  mezin@spht.saclay.cea.fr","J. Stat. Phys. 86:675-705 (1997)","10.1007/BF02199115","SPhT-95-152","chao-dyn cond-mat nlin.CD",,"  The average density of zeros for monic generalized polynomials,
$P_n(z)=\phi(z)+\sum_{k=1}^nc_kf_k(z)$, with real holomorphic $\phi ,f_k$ and
real Gaussian coefficients is expressed in terms of correlation functions of
the values of the polynomial and its derivative. We obtain compact expressions
for both the regular component (generated by the complex roots) and the
singular one (real roots) of the average density of roots. The density of the
regular component goes to zero in the vicinity of the real axis like
$|\hbox{\rm Im}\,z|$. We present the low and high disorder asymptotic
behaviors. Then we particularize to the large $n$ limit of the average density
of complex roots of monic algebraic polynomials of the form $P_n(z) = z^n
+\sum_{k=1}^{n}c_kz^{n-k}$ with real independent, identically distributed
Gaussian coefficients having zero mean and dispersion $\delta = \frac
1{\sqrt{n\lambda}}$. The average density tends to a simple, {\em universal}
function of $\xi={2n}{\log |z|}$ and $\lambda$ in the domain $\xi\coth
\frac{\xi}{2}\ll n|\sin \arg (z)|$ where nearly all the roots are located for
large $n$.
","[{""version"":""v1"",""created"":""Thu, 27 Jun 1996 22:52:53 GMT""}]","2009-10-28"
"cond-mat/9606204","Nejat Bulut","N. Bulut (UCSB)","Low-Energy Electronic Excitations of the Layered Cuprates and the
  Hubbard Model","Latex, uses lprocldpf and epsf, 12 pages and 14 figures, to be
  published in the proceedings of the BICAS Summer School on ""Symmetry of the
  Order Parameter in High-Temperature Superconductors"" held in Ankara on June
  17-22, 1996",,,,"cond-mat",,"  We present a review of the Quantum Monte Carlo results on the magnetic,
charge and single-particle excitations as well as the pairing correlations of
the two-dimensional Hubbard model. We are particularly interested in how these
quantities are related to each other in the metallic state that forms near
half-filling. These results are helpful in gaining a better understanding of
the low energy excitations of the superconducting cuprates.
","[{""version"":""v1"",""created"":""Thu, 27 Jun 1996 18:27:15 GMT""}]","2007-05-23"
"cond-mat/9606206","Li You-Quan","You-Quan Li and Bin Chen","Quantum theory for mesoscopic electric circuits","revtex, no figures","Phys.Rev. B53 (1996) 4027","10.1103/PhysRevB.53.4027",,"cond-mat hep-th",,"  A quantum theory for mesoscopic electric circuits in accord with the
discreteness of electric charges is proposed. On the basis of the theory,
Schr\""{o}dinger equation for the quantum LC-design and L-design is solved
exactly. The uncertainty relation for electric charge and current is obtained
and a minimum uncertainty state is solved. By introducing a gauge field, a
formula for persistent current arising from magnetic flux is obtained from a
new point of view.
","[{""version"":""v1"",""created"":""Thu, 27 Jun 1996 18:40:08 GMT""}]","2009-10-28"
"cond-mat/9606207","Lian Zheng","Lian Zheng and S. Das Sarma (Univ. of Maryland)","Inelastic lifetimes of confined two-component electron systems in
  semiconductor quantum wire and quantum well structures","16 pages, RevTeX, 7 figures. Also available at
  http://www-cmg.physics.umd.edu/~lzheng/",,"10.1103/PhysRevB.54.13908",,"cond-mat",,"  We calculate Coulomb scattering lifetimes of electrons in two-subband quantum
wires and in double-layer quantum wells by obtaining the quasiparticle
self-energy within the framework of the random-phase approximation for the
dynamical dielectric function. We show that, in contrast to a single-subband
quantum wire, the scattering rate in a two-subband quantum wire contains
contributions from both particle-hole excitations and plasmon excitations. For
double-layer quantum well structures, we examine individual contributions to
the scattering rate from quasiparticle as well as acoustic and optical plasmon
excitations at different electron densities and layer separations. We find that
the acoustic plasmon contribution in the two-component electron system does not
introduce any qualitatively new correction to the low energy inelastic
lifetime, and, in particular, does not produce the linear energy dependence of
carrier scattering rate as observed in the normal state of high-$T_c$
superconductors.
","[{""version"":""v1"",""created"":""Thu, 27 Jun 1996 19:49:16 GMT""}]","2009-10-28"
"cond-mat/9606208","Branko P. Stojkovic","Andrey V Chubukov, David Pines and Branko P Stojkovic","Temperature crossovers in cuprates","32 Pages, REVTeX, 8 postscript figures",,"10.1088/0953-8984/8/48/021",,"cond-mat",,"  We study the temperature crossovers seen in the magnetic and transport
properties of cuprates using a nearly antiferromagnetic Fermi liquid model
(NAFLM). For the overdoped cuprates, we find, in agreement with earlier work,
mean-field $z=2$ behavior of the magnetic variables associated with the fact
that the damping rate of their spin fluctuations is essentially independent of
temperature, while the resistivity exhibits a crossover from Fermi liquid
behavior at low temperature to linear-in-T above a certain temperature $T_0$,
due to the proximity of the quasiparticle Fermi surface to the magnetic
Brillouin zone boundary. For the underdoped cuprates we argue that the sequence
of crossovers identified by Barzykin and Pines in the low frequency magnetic
behavior (from mean field $z=2$ at high temperatures, $T>T_{cr}$, to
non-universal $z=1$ scaling behavior at intermediate $T$, $T_*<T<T_{cr}$, to
pseudogap behavior below $T_*$) reflects the development in the electronic
structure of a precursor to a spin-density-wave state. This development begins
at $T_{cr}$ with a thermal evolution of the quasiparticle spectral weight which
brings about temperature dependent spin-damping and ends at $T_*$ where the
Fermi surface has lost pieces near corners of the magnetic Brillouin zone. For
$T_*<T<T_{cr}$ the resistivity is linear in $T$ because this change in spectral
weight does not affect the resistivity significantly; below $T_*$ vertex
corrections act to bring about the measured downturn in $(\rho(T)-\rho(0))/T$
and approximately quadratic in $T$ resistivity for $T\ll T_*$.
","[{""version"":""v1"",""created"":""Thu, 27 Jun 1996 23:13:06 GMT""},{""version"":""v2"",""created"":""Mon, 8 Jul 1996 03:23:07 GMT""},{""version"":""v3"",""created"":""Thu, 15 Aug 1996 23:35:28 GMT""}]","2009-10-28"
"cond-mat/9606209","Andrei Mezincescu","Daniel Bessis, Giorgio Mantica, G. Andrei Mezincescu and Daniel
  Vrinceanu (CTSPS, Clark-Atlanta University)","Electron Wave Filters from Inverse Scattering Theory","4 pages, Revtex with one eps figure","Europhys. Lett. 37:151-156 (1997)","10.1209/epl/i1997-00125-0",,"cond-mat mtrl-th",,"  Semiconductor heterostructures with prescribed energy dependence of the
transmittance can be designed by combining: {\em a)} Pad\'e approximant
reconstruction of the S-matrix; {\em b)} inverse scattering theory for
Schro\""dinger's equation; {\em c)} a unitary transformation which takes into
account the variable mass effects. The resultant continuous concentration
profile can be digitized into an easily realizable rectangular-wells structure.
For illustration, we give the specifications of a 2 narrow band-pass 12 layer
$Al_cGa_{1-c}As$ filter with the high energy peak more than {\em twice
narrower} than the other.
","[{""version"":""v1"",""created"":""Fri, 28 Jun 1996 00:04:14 GMT""}]","2009-10-28"
"cond-mat/9606210","Grigori Volovik","G.E. Volovik","Comment on ""Transverse Force on a Quantized Vortex in a Superfluid""","revtex, 2 pages, submitted to Physical Review Letters as ""Comment"" to
  the paper D.J. Thouless, P. Ao and Q. Niu, Phys. Rev. Lett. 76, 3758 (1996)","Phys. Rev. Lett. 77 (1996) 4687","10.1103/PhysRevLett.77.4687",,"cond-mat",,"  The result of Thouless, Ao and Niu (TAN), that the mutual friction parameter
$d_\perp =0$, contradicts to the experiments made in rotating 3He-B by
Manchester group. The Manchester group observed that $d_\perp <0$ at low
temperature and approaches 1 at high temperature. The reason of the
contradiction is that TAN did not take into account the Iordanskii force on the
vortex and the spectral flow force, which comes from the anomaly related to the
low-energy bound states of fermions in cores of quantized vortices. The
Iordanskii force is responsible for the negative $d_\perp <0$ at low
temperature, while due to the spectral flow $d_\perp$ approaches 1 at high
temperature. Relation of the spectral flow anomaly with the paradoxes of the
linear and angular momenta in gapless superfluids is discussed.
","[{""version"":""v1"",""created"":""Fri, 28 Jun 1996 10:12:06 GMT""}]","2009-10-28"
"cond-mat/9606211","Ola Tageman","Ola Tageman, L. Y. Gorelik, R. I. Shekter and M. Jonson","Spatial Structure in Mode Population Induced by Coherent Pumping in a
  Ballistic Quantum Channel","8 pages, revtex, 4 figures included, 5 files",,"10.1063/1.364106","APR 96-27","cond-mat",,"  We predict a spatially varying mode population to appear in a
GaAs/AlGaAs-2DEG ballistic quantum channel pumped by a THz-field. If a resonant
coupling between two modes is suddenly switched on at the entrance, Rabi
oscillations in the mode population will arise. We propose to use an array of
gates in order to simulate a moving quantum point contact for detecting the
mode population oscillations, since they discriminate between different modes.
By consecutively activating them we expect to see both photovoltaic effects and
photoconductive effects which can easily be distinguished from noise.
","[{""version"":""v1"",""created"":""Fri, 28 Jun 1996 10:31:03 GMT""}]","2009-10-28"
"cond-mat/9606212","Sveinn Valfells","S. Valfells (1), J.S. Brooks (2), Z. Wang (1), S. Takasaki (3), J.
  Yamada (3), H. Anzai (3), M. Tokumoto (4) ((1) Boston University (2) Florida
  State University (3) Himeji Inst of Tech (Japan) (4) Electortechnical Lab
  (Japan))","Quantum Hall Transitions in (TMTSF)$_2$PF$_6$","10 pages, RevTeX, 4 PostScript figures",,"10.1103/PhysRevB.54.16413",,"cond-mat",,"  We have studied the temperature dependence of the integer quantum Hall
transitions in the molecular crystal (TMTSF)$_2$PF$_6$. We find that the
transition width between the quantum Hall plateaus does not exhibit the
universal power-law scaling behavior of the integer quantum Hall effect
observed in semiconducting devices. Instead, the slope of the $\rho_{xy}$
risers, $d\rho_{xy}/dB$, and the (inverse) width of the $\rho_{xx}$ peaks,
$(\Delta B)^{-1}$, show a BCS-like energy gap temperature dependence. We
discuss these results in terms of the field-induced spin-density wave gap and
order parameter of the system.
","[{""version"":""v1"",""created"":""Fri, 28 Jun 1996 13:35:39 GMT""},{""version"":""v2"",""created"":""Thu, 4 Jul 1996 14:43:39 GMT""}]","2009-10-28"
"cond-mat/9606213","Stefan Rommer","Stefan Rommer and Stellan Ostlund","A class of ansatz wave functions for 1D spin systems and their relation
  to DMRG","RevTeX, 49 pages including 4 figures (macro included). Uuencoded with
  uufiles. A complete postscript file is available at
  http://fy.chalmers.se/~tfksr/prb.dmrg.ps","Phys. Rev. B 55, p.2164 (1997)","10.1103/PhysRevB.55.2164","Goteborg-ITP-96-10","cond-mat",,"  We investigate the density matrix renormalization group (DMRG) discovered by
White and show that in the case where the renormalization eventually converges
to a fixed point the DMRG ground state can be simply written as a ``matrix
product'' form. This ground state can also be rederived through a simple
variational ansatz making no reference to the DMRG construction. We also show
how to construct the ``matrix product'' states and how to calculate their
properties, including the excitation spectrum. This paper provides details of
many results announced in an earlier letter.
","[{""version"":""v1"",""created"":""Fri, 28 Jun 1996 14:04:02 GMT""}]","2009-10-28"
"gr-qc/9606075","Akihiro Ishibashi","Kengo Maeda, Akihiro Ishibashi","Causality violation and singularities","11 pages, latex, 2 eps figures","Class.Quant.Grav.13:2569-2576,1996","10.1088/0264-9381/13/9/020","TIT/HEP-302/COSMO-59","gr-qc",,"  We show that singularities necessarily occur when a boundary of causality
violating set exists in a space-time under the physically suitable assumptions
except the global causality condition in the Hawking-Penrose singularity
theorems. Instead of the global causality condition, we impose some
restrictions on the causality violating sets to show the occurrence of
singularities.
","[{""version"":""v1"",""created"":""Thu, 27 Jun 1996 16:32:00 GMT""}]","2011-07-19"
"gr-qc/9606076","Thibault Damour","Thibault Damour and David Vokrouhlicky","Testing for gravitationally preferred directions using the lunar orbit","20 pages, Revtex, submitted to Phys Rev D","Phys.Rev.D53:6740-6740,1996","10.1103/PhysRevD.53.6740","IHES/P/95/99","gr-qc",,"  As gravity is a long-range force, it is {\it a priori} conceivable that the
Universe's global matter distribution select a preferred rest frame for local
gravitational physics. At the post-Newtonian approximation, the phenomenology
of preferred-frame effects is described by two parameters, $\alpha_1$ and
$\alpha_2$, the second of which is already very tightly constrained. Confirming
previous suggestions, we show through a detailed Hill-Brown type calculation of
a perturbed lunar orbit that lunar laser ranging data have the potential of
constraining $\alpha_1$ at the $10^{-4}$ level. It is found that certain
retrograde planar orbits exhibit a resonant sensitivity to external
perturbations linked to a fixed direction in space. The lunar orbit being quite
far from such a resonance exhibits no significant enhancement due to solar
tides. Our Hill-Brown analysis is extended to the perturbation linked to a
possible differential acceleration toward the galactic center. It is, however,
argued that there are strong {\it a priori} theoretical constraints on the
conceivable magnitude of such an effect.
","[{""version"":""v1"",""created"":""Thu, 27 Jun 1996 16:50:16 GMT""}]","2011-09-09"
