"ao-sci/9609001","Jonathan Katz","J. I. Katz","Sub-Suns and Low Reynolds Number Flow","12pp. Tex",,,"WU-JIK-96-3","ao-sci physics.ao-ph physics.flu-dyn",,"  The phenomenon called the ``sub-Sun'' is the specular reflection of sunlight
by horizontally oriented plates of ice. Although well-known in meteorological
optics, the hydrodynamics of the orientation is not quantitatively understood.
I review the theory of torques on objects at low Reynolds numbers, define
coefficients $C_o$, $C_p$, and $C_\psi$ which describe the orienting torques on
discs, rods, and hexagonal prisms, and report here the results of experiments
to measure $C_o$ and $C_p$.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 09:59:28 GMT""}]","2008-02-03"
"cond-mat/9609012","Diptiman Sen","R. K. Bhaduri, Avinash Khare, J. Law, M. V. N. Murthy, Diptiman Sen","Novel correlations in two dimensions: Two-body problem","36 pages in revtex and 2 postcript figures","J. Phys. A 30 (1997) 2557-2576","10.1088/0305-4470/30/7/032",,"cond-mat hep-th",,"  We discuss a many-body Hamiltonian with two- and three-body interactions in
two dimensions introduced recently by Murthy, Bhaduri and Sen. Apart from an
analysis of some exact solutions in the many-body system, we analyze in detail
the two-body problem which is completely solvable. We show that the solution of
the two-body problem reduces to solving a known differential equation due to
Heun. We show that the two-body spectrum becomes remarkably simple for large
interaction strength and the level structure resembles that of the Landau
Levels. We also clarify the ""ultraviolet"" regularization which is needed to
define an inverse-square potential properly and discuss its implications for
our model.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 06:03:22 GMT""}]","2009-10-28"
"cond-mat/9609013","C. F. Barenghi","Carlo F. Barenghi (Mathematics Department, University of Newcastle
  upon Tyne, England)","Vortex Waves in a Cloud of Bose Einstein - Condensed, Trapped Alkali -
  Metal Atoms","to appear in Phys. Rev. A",,"10.1103/PhysRevA.54.5445",,"cond-mat",,"  We consider the vortex state solution for a rotating cloud of trapped, Bose
Einstein - condensed alkali atoms and study finite temperature effects. We find
that thermally excited vortex waves can distort the vortex state significantly,
even at the very low temperatures relevant to the experiments.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 09:13:19 GMT""}]","2009-10-28"
"cond-mat/9609014","Ulrich Trapper","U. Trapper (a), D. Ihle (a) and H. Fehske (b) ((a) Institut f""ur
  Theoretische Physik, Universit""at Leipzig (b) Physikalisches Institut,
  Universit""at Bayreuth)","Theory of magnetic short-range order for itinerant electron systems","33 pages, 4 Postscript figures",,"10.1142/S0217979297000691",,"cond-mat",,"  On the basis of the one--band t-t'-Hubbard model a self-consistent
renormalization theory of magnetic short--range order (SRO) in the paramagnetic
phase is presented combining the four-field slave-boson functional-integral
scheme with the cluster variational method. Contrary to previous SRO approaches
the SRO is incorporated at the saddle-point and pair-approximation levels. A
detailed numerical evaluation of the theory is performed at zero temperature,
where both the hole- and electron-doped cases as well as band-structure effects
are studied. The ground--state phase diagram shows the suppression of magnetic
long-range order in favour of a paramagnetic phase with antiferromagnetic SRO
in a wide doping region. In this phase the uniform static spin susceptibility
increases upon doping up to the transition to the Pauli paraphase. Comparing
the theory with experiments on high--T_c cuprates a good agreement is found.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 12:58:35 GMT""}]","2015-06-25"
"cond-mat/9609015","Michael Stopa","M. Stopa (Riken)","Quantum dot self consistent electronic structure and the Coulomb
  blockade","19 pages, RevTex, 21 figures included with epsf.sty, to appear in
  Physical Review B",,"10.1103/PhysRevB.54.13767",,"cond-mat",,"  We employ density functional theory to calculate the self consistent
electronic structure, free energy and linear source-drain conductance of a
lateral semiconductor quantum dot patterned via surface gates on the 2DEG
formed at the interface of a $GaAs-AlGaAs$ heterostructure. The Schr\""{o}dinger
equation is reduced from 3D to multi-component 2D and solved via an
eigenfunction expansion in the dot. This permits the solution of the electronic
structure for dot electron number $N \sim 100$. We present details of our
derivation of the total dot-lead-gates interacting free energy in terms of the
electronic structure results, which is free of capacitance parameters.
Statistical properties of the dot level spacings and connection coefficients to
the leads are computed in the presence of varying degrees of order in the donor
layer. Based on the self-consistently computed free energy as a function of
gate voltages, $V_i$, and N, we modify the semi-classical expression for the
tunneling conductance as a function of gate voltage through the dot in the
linear source-drain, Coulomb blockade regime. Among the many results presented,
we demonstrate the existence of a shell structure in the dot levels which (a)
results in envelope modulation of Coulomb oscillation peak heights, (b) which
influences the dot capacitances and should be observable in terms of variations
in the activation energy for conductance in a Coulomb oscillation minimum, and
(c) which possibly contributes to departure of recent experimental results from
the predictions of random matrix theory.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 13:26:51 GMT""}]","2009-10-28"
"cond-mat/9609016","Akira Furusaki","N. Nagaosa, A. Furusaki, M. Sigrist and H. Fukuyama","Non-magnetic Impurities in Spin Gap Systems","4 pages, LaTeX, uses jpsj.sty, submitted to J. Phys. Soc. Jpn","J. Phys. Soc. Jpn. 65 (1996) 3724.","10.1143/JPSJ.65.3724","YITP-96-37","cond-mat",,"  The effect of non-magnetic impurities is discussed for both the two-leg
Heisenberg ladder system and other spin liquids with excitation gap. It is
shown that the random depletion of spins introduces a random Berry phase term
to the non-linear sigma model. The classical nature of the antiferromagnetic
correlation is enhanced by the topological decoherence, and the staggered
susceptibility shows more singular behavior at low temperatures than the
uniform antiferromagnetic Heisenberg chain.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 13:51:34 GMT""}]","2009-10-28"
"cond-mat/9609017","Dieter Vollhardt","D. Vollhardt (RWTH Aachen)","Characteristic Crossing Points in Specific Heat Curves of Correlated
  Systems","10 pages, Revtex, 2 postscript figures included, 1 figure available
  from the author upon request",,"10.1103/PhysRevLett.78.1307",,"cond-mat",,"  Attention is drawn to the observation that in many correlated systems (e.g.
3He, heavy fermion systems and Hubbard models) the specific heat curves, when
plotted for different values of some thermodynamic variable (e.g. pressure,
magnetic field, interaction), cross almost precisely at one or two
characteristic temperatures. A quantitative explanation of this phenomenon,
based on the temperature dependence of the associated generalized
susceptibilities, is presented.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 15:37:59 GMT""}]","2009-10-28"
"cond-mat/9609018",,"F. van Wijland, S. Caser and H.J. Hilhorst (Universite de Paris-Sud,
  Laboratoire de physique theorique et hautes energies)","Topology of the support of the two-dimensional random walk","34 pages, LaTeX, uses amstex and righttag, figure available upon
  request at fvw@stat.th.u-psud.fr",,,"LPTHE-ORSAY 96/72","cond-mat",,"  We study the support (i.e. the set of visited sites) of a t step random walk
on a two-dimensional square lattice in the large t limit. A broad class of
global properties M(t) of the support is considered, including, e.g., the
number S(t) of its sites; the length of its boundary; the number of islands of
unvisited sites that it encloses; the number of such islands of given shape,
size, and orientation; and the number of occurrences in space of specific local
patterns of visited and unvisited sites. On a finite lattice we determine the
scaling functions that describe the averages <M(t)> on appropriate lattice size
dependent time scales. On an infinite lattice we first observe that the <M(t)>
all increase with t as t/\log^k t, where k is an M dependent positive integer.
We then consider the class of random processes constituted by the fluctuations
around average Delta M(t). We show that to leading order as t gets large these
fluctuations are all proportional to a single universal random process eta(t),
normalized to <eta^2(t)>=1$. For t--> infinity the probability law of eta(t)
tends to that of Varadhan's renormalized local time of self-intersections. An
implication is that in the long time limit all Delta M(t) are proportional to
Delta S(t).
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 15:17:54 GMT""}]","2007-05-23"
"cond-mat/9609019","Peter Horsch","G. Khaliullin and P. Horsch (Max-Planck-Institute Stuttgart)","Theory of the density fluctuation spectrum of strongly correlated
  electrons","4 pages with 4 figures, to be published in Physical Review B (RC)","Phys. Rev. B 54, 9600 (1996).","10.1103/PhysRevB.54.R9600",,"cond-mat",,"  The density response function $N(q,\omega)$ of the two-dimensional $t-J$
model is studied starting from a mixed gauge formulation of the slave boson
approach. Our results for $N(q, \omega)$ are in remarkable agreement with exact
diagonalization studies, and provide a natural explanation of the anomalous
features in the density response in terms of the spin polaron nature of the
charge carriers. In particular we have identified unexplained low energy
structures in the diagonalization data as arising from the coherent polaron
motion of holes in a spin liquid.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 15:55:35 GMT""}]","2009-10-28"
"cond-mat/9609021",,"Ping Ao","Tunneling with the Lorentz Force and the Friction","Latex",,"10.1088/0031-8949/1997/T69/001",,"cond-mat chem-ph quant-ph",,"  We present a semiclassical study of a transport process, the tunneling, in
the presence of a magnetic field and a dissipative environment. We have found
that the problem can be mapped onto an effective one-dimensional one, and the
tunneling rate is strongly affected by the magnetic field, such as a complete
suppression by a large parallel magnetic field, an example of the dynamical
localization. In such case a small perpendicular component of the field, or the
dissipation, can enhance the tunneling rate. In the small parallel field and
finite temperatures the tunneling rate is finite. Explicit expressions will be
presented in those cases. If viewing the tunneling in the presence of a
magnetic field as a dissipative tunneling process, by varying the magnetic
field and the potential one can obtain the dissipative spectral function
between the subohmic $s =0$ and the superohmic $s = \infty$. In combination
with a real dissipative spectral function, the effect of the magnetic field can
map the spectral function from $s $ to $2-s$, with $s>2$ mapping to $ s = 0$,
revealing a dual symmetry between the friction and the Lorentz force. Two cases
relevant to experiments, the edge state tunneling in a Hall bar and the
tunneling near the dynamical localization will be discussed in detail.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 15:57:34 GMT""}]","2015-06-25"
"gr-qc/9609007","Eric Woolgar","G. J. Galloway, E. Woolgar","The Cosmic Censor Forbids Naked Topology","To appear in CQG, this improved version contains minor revisions to
  incorporate referee's suggestions. Two revised references. Plain TeX, 12
  pages","Class.Quant.Grav.14:L1-L7,1997","10.1088/0264-9381/14/1/001",,"gr-qc",,"  For any asymptotically flat spacetime with a suitable causal structure
obeying (a weak form of) Penrose's cosmic censorship conjecture and satisfying
conditions guaranteeing focusing of complete null geodesics, we prove that
active topological censorship holds. We do not assume global hyperbolicity, and
therefore make no use of Cauchy surfaces and their topology. Instead, we
replace this with two underlying assumptions concerning the causal structure:
that no compact set can signal to arbitrarily small neighbourhoods of spatial
infinity (``$i^0$-avoidance''), and that no future incomplete null geodesic is
visible from future null infinity. We show that these and the focusing
condition together imply that the domain of outer communications is simply
connected. Furthermore, we prove lemmas which have as a consequence that if a
future incomplete null geodesic were visible from infinity, then given our
$i^0$-avoidance assumption, it would also be visible from points of spacetime
that can communicate with infinity, and so would signify a true naked
singularity.
","[{""version"":""v1"",""created"":""Sun, 1 Sep 1996 19:59:52 GMT""},{""version"":""v2"",""created"":""Sat, 23 Nov 1996 07:12:59 GMT""}]","2010-04-06"
"gr-qc/9609008","Jorge Pullin","Jorge Pullin","Matters of Gravity, the newsletter of the APS TG on gravitation","24 pages LaTeX, uses html.sty, available (now also in html!) at
  http://vishnu.nirvana.phys.psu.edu/mog.html",,,"MOG-8","gr-qc",,"  Contents:
  APS Topical Group in Gravitation News:
  April 1997 Joint APS/AAPT Meeting
  Research briefs:
  GEO600 by Karsten Danzmann
  Black hole microstates in string theory by Gary Horowitz
  LIGO project status by Stan Whitcomb
  The Hamiltonian constraint of quantum gravity and loops by John Baez
  Conference reports:
  International conference on gravitational waves by Valeria Ferrari
  PCGM12/KKfest by Richard Price
  First International LISA Symposium by Robin Stebbins
  Schroedinger Institute Workshop by Abhay Ashtekar
  Relativistic Astrophysics at Bad Honnef by Hans-Peter Nollert
  Intermediate binary black hole workshop by Sam Finn
  Quantum Gravity in the Southern Cone by Rodolfo Gambini
  Report on the Spring APS Meeting by Fred Raab and Beverly Berger
","[{""version"":""v1"",""created"":""Sun, 1 Sep 1996 22:06:24 GMT""}]","2016-08-31"
"gr-qc/9609009","Kim Sang Pyo","Sang Pyo Kim","Coherent State Representation of Semiclassical Quantum Gravity","10 Pages, ReVTeX, No figures","J.Korean Phys.Soc.30:349,1997",,"SNUTP 96-089, KNUTH-34","gr-qc",,"  We elaborate the recently introduced asymptotically exact semiclassical
quantum gravity derived from the Wheeler-DeWitt equation by finding a
particular coherent state representation of a quantum scalar field in which the
back-reaction of the scalar field Hamiltonian exactly gives rise to the
classical one. In this coherent state representation classical spacetime
emerges naturally from semiclassical quantum gravity.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 07:46:01 GMT""}]","2011-08-17"
"hep-lat/9609008","Gerrit Schierholz","M. G\""ockeler, R. Horsley, H. Perlt, P. Rakow, G. Schierholz, A.
  Schiller and P. Stephenson","The Light Hadron Mass Spectrum with Non-Perturbatively O(a) Improved
  Wilson Fermions","15 pages, uuencoded Z-compressed postscript file. Also available from
  http://www.desy.de/pub/preprints/desy/1996","Phys.Lett.B391:388-394,1997","10.1016/S0370-2693(96)01499-2","DESY 96-173","hep-lat",,"  We compute the light hadron mass spectrum in quenched lattice QCD at $\beta =
6.0$ using the Sheikholeslami-Wohlert fermionic action. The calculation is done
for several choices of the coefficient $c_{SW}$, including $c_{SW} = 0$ and the
recently proposed optimal value $c_{SW} = 1.769$. We find that the individual
masses change by up to 30\% under $O(a)$ improvement. The spectrum calculation
suggests $c_{SW} \approx 1.4$ for the optimal value of the coefficient.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 07:51:13 GMT""},{""version"":""v2"",""created"":""Tue, 3 Sep 1996 12:49:31 GMT""}]","2008-11-26"
"hep-lat/9609009","Keiichi Nagai","S. Aoki and K. Nagai","Domain-wall fermions with U(1) dynamical gauge fields in
  (4+1)-dimensions","3 pages, latex, 5 figures, Talk presented at LATTICE96(chiral gauge)
  by K. Nagai","Nucl.Phys.Proc.Suppl. 53 (1997) 635-637","10.1016/S0920-5632(96)00739-6",,"hep-lat",,"  We carry out a numerical simulation of a domain-wall model in (4+1)
dimensions, in the presence of a quenched U(1) dynamical gauge field only in an
extra dimension, corresponding to the weak coupling limit of a (4-dimensional)
physical gauge coupling. Our numerical data suggest that the zero mode seems
absent in the symmetric phase, so that it is difficult to construct a lattice
chiral gauge theory in the continuum limit.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 13:53:07 GMT""}]","2009-10-28"
"hep-lat/9609010","Emanuele Panizzi","Emanuele Panizzi","APEmille: a parallel processor in the teraflop range","Talk presented at LATTICE96(machines)","Nucl.Phys.Proc.Suppl. 53 (1997) 1014-1016","10.1016/S0920-5632(96)00842-0",,"hep-lat",,"  APEmille is a SIMD parallel processor under development at the Italian
National Institute for Nuclear Physics (INFN). APEmille is very well suited for
Lattice QCD applications, both for its hardware characteristics and for its
software and language features. APEmille is an array of custom arithmetic
processors arranged on a tridimensional torus. The replicated processor is a
pipelined VLIW device performing integer and single/double precision IEEE
floating point operations. The processor is optimized for complex computations
and has a peak performance of 528Mflop at 66MHz and of 800Mflop at 100MHz. In
principle an array of 2048 nodes is able to break the Tflops barrier. A
powerful programming language named TAO is provided and is highly optimized for
QCD. A C++ compiler is foreseen. Specific data structures, operators and even
statements can be defined by the user for each different application. Effort
has been made to define the language constructs for QCD.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 14:02:59 GMT""}]","2009-10-28"
"hep-ph/9609217","Steve Riemersma","J. Bl\""umlein, S. Riemersma, W.L. van Neerven, and A. Vogt","Theoretical Uncertainties in the QCD Evolution of Structure Functions
  and their Impact on $\alpha_s(M_Z^2)$","10 pages Latex, including 3 eps-figures, and a style file. To appear
  in: Proc. of the International Workshop: QCD and QED in Higher Orders,
  Rheinsberg, April, 1996, Nucl. Phys. {\bf B} (Proc. Suppl); The lay-out of
  the paper has been changed, one figure sent separately before has been bound
  in","Nucl.Phys.Proc.Suppl. 51C (1996) 97-105","10.1016/S0920-5632(96)90012-2","DESY 96-172, INLO-PUB-17/96, WUE-ITP-96-017","hep-ph",,"  The differences are discussed between various next-to-leading order
prescriptions for the QCD evolution of parton densities and structure
functions. Their quantitative impact is understood to an accuracy of 0.02\%.
The uncertainties due to the freedom to choose the renormalization and
factorization scales are studied. The quantitative consequences of the
different uncertainties on the extraction of the strong coupling constant
$\alpha_s$ from scaling violations in deep--inelastic scattering are estimated
for the kinematic regime accessible at HERA.
","[{""version"":""v1"",""created"":""Sun, 1 Sep 1996 20:29:51 GMT""},{""version"":""v2"",""created"":""Mon, 2 Sep 1996 14:20:54 GMT""}]","2015-06-25"
"hep-ph/9609218","Jisuke Kubo","Jisuke Kubo, Myriam Mondragon, George Zoupanos","Perturbative Unification of Soft Supersymmetry--Breaking Terms","14 pages","Phys.Lett. B389 (1996) 523-532","10.1016/S0370-2693(96)01323-8","Max-Planck-Institute MPI-PhT/96-71","hep-ph",,"  Perturbative unification of soft supersymmetry--breaking (SSB) parameters is
proposed in Gauge-Yukawa unified models. The method, which can be applied in
any finite order in perturbation theory, consists in searching for
renormalization group invariant relations among the SSB parameters, which are
consistent with perturbative renormalizability. For the minimal Gauge-Yukawa
unified model based on $SU(5)$ we find that the low energy SSB sector contains
a single arbitrary parameter, the unified gaugino mass. Within a certain
approximation we find that the model predicts a superpartner spectrum which is
consistent with the experimental data.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 01:18:38 GMT""}]","2009-10-28"
"hep-ph/9609219",,"M.B. Voloshin","Domain Walls are Diamagnetic","6 pages in LaTeX","Phys.Lett. B389 (1996) 475-478","10.1016/S0370-2693(96)01302-0","TPI-MINN-96/14-T, UMN-TH-1508-96","hep-ph",,"  It is shown that contrary to a recent claim in the literature, the domain
walls made of scalar field are diamagnetic due to presence of massless
fermionic modes on the wall. The diamagnetism vanishes at high temperature.
Thus the domain walls could produce no effect on a primordial magnetic field in
the early universe.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 01:54:48 GMT""}]","2009-10-28"
