"acc-phys/9601001","George Parzen","G. Parzen (Brookhaven National Laboratory)","Particle Motion in the Stable Region Near an Edge of a Linear Sum
  Resonance Stopband","20 pages, gzipped texsis paper",,,"BNL-62546","acc-phys physics.acc-ph",,"  This paper studies the particle motion when the tune is in the stable region
close to the edge of linear sum resonance stopband. Results are found for the
tune and the beta functions. Results are also found for the two solutions of
the equations of motion. The results found are shown to be also valid for small
accelerators where the large accelerator approximation may not be used.
","[{""version"":""v1"",""created"":""Thu, 11 Jan 1996 16:03:16 GMT""}]","2008-02-03"
"astro-ph/9601065","Alan Kogut","A.J. Banday, K.M. Gorski, C.L. Bennett, G. Hinshaw, A. Kogut, C.
  Lineweaver, G.F. Smoot, and L. Tenorio","RMS Anisotropy in the COBE-DMR Four-Year Sky Maps","14 pages, submitted to The Astrophysical Journal (Letters)","Astrophys.J.475:393-398,1997","10.1086/303585","COBE preprint 96-09","astro-ph",,"  The sky-RMS is the simplest model-independent characterization of a
cosmological anisotropy signal. The RMS temperature fluctuations determined
from the $COBE$-DMR four-year sky maps are frequency independent, consistent
with the hypothesis that they are cosmological in origin, with a typical
amplitude at 7 degrees of ~ 35 \pm\ 2 uK and at 10 degrees of ~29 \pm\ 1 uK. A
joint analysis of the 7 deg and 10 deg ""cross""-RMS derived from the data in
both Galactic and Ecliptic coordinates is used to determine the RMS quadrupole
normalization, $Q_{rms-PS}$, for a scale-invariant Harrison-Zel'dovich power
law model. The difference in the inferred normalizations either including or
excluding the quadrupole is a consequence of the sensitivity of the method to
the Galaxy contaminated observed sky quadrupole. Whilst there are variations
depending on the data selection, all results are consistent with an inferred
\qrms\ normalization of ~18 \pm\ 2 uK.
","[{""version"":""v1"",""created"":""Fri, 12 Jan 1996 00:59:34 GMT""}]","2009-06-16"
"astro-ph/9601066","Alan Kogut","A. Kogut, A.J. Banday, C.L. Bennett, K.M. Gorski, G. Hinshaw, P.D.
  Jackson, P. Keegstra, C. Lineweaver, G.F. Smoot, L. Tenorio, and E.L. Wright","Calibration and Systematic Error Analysis For the COBE-DMR Four-Year Sky
  Maps","47 pages including 13 encapsulated PostScript figures. Submitted to
  The Astrophysical Journal","Astrophys.J.470:653-673,1996","10.1086/177898","COBE preprint 96-10","astro-ph",,"  The Differential Microwave Radiometers (DMR) instrument aboard the Cosmic
Background Explorer (COBE) has mapped the full microwave sky to mean
sensitivity 26 uK per 7 deg field of view. The absolute calibration is
determined to 0.7% with drifts smaller than 0.2% per year. We have analyzed
both the raw differential data and the pixelized sky maps for evidence of
contaminating sources such as solar system foregrounds, instrumental
susceptibilities, and artifacts from data recovery and processing. Most
systematic effects couple only weakly to the sky maps. The largest
uncertainties in the maps result from the instrument susceptibility to the
Earth's magnetic field, microwave emission from the Earth, and upper limits to
potential effects at the spacecraft spin period. Systematic effects in the maps
are small compared to either the noise or the celestial signal: the 95%
confidence upper limit for the pixel-pixel rms from all identified systematics
is less than 6 uK in the worst channel. A power spectrum analysis of the
(A-B)/2 difference maps shows no evidence for additional undetected systematic
effects.
","[{""version"":""v1"",""created"":""Fri, 12 Jan 1996 00:59:43 GMT""}]","2009-06-16"
"astro-ph/9601067","Alan Kogut","C. L. Bennett, A. Banday, K. M. Gorski, G. Hinshaw, P. Jackson, P.
  Keegstra, A. Kogut, G. F. Smoot, D. T. Wilkinson, and E. L. Wright","4-Year COBE DMR Cosmic Microwave Background Observations: Maps and Basic
  Results","11 pages plus 2 PostScript figures. Figures 2 and 4 are not included,
  but are available upon request to bennett@stars.gsfc.nasa.gov. Submitted to
  The Astrophysical Journal (Letters)","Astrophys.J.464:L1-L4,1996","10.1086/310075","COBE preprint 96-01","astro-ph",,"  The cosmic microwave background radiation provides unique constraints on
cosmological models. In this Letter we present a summary of the spatial
properties of the cosmic microwave background radiation based on the full 4
years of COBE DMR observations, as detailed in a set of companion Letters. The
anisotropy is consistent with a scale-invariant power law model and Gaussian
statistics. With full use of the multi-frequency 4-year DMR data, including our
estimate of the effects of Galactic emission, we find a power-law spectral
index of $n=1.2\pm 0.3$ and a quadrupole normalization
$Q_{rms-PS}=15.3^{+3.8}_{-2.8}$ $\mu$K. For $n=1$ the best-fit normalization is
$Q_{rms-PS}\vert_{n=1}=18\pm 1.6$ $\mu$K. These values are consistent with both
our previous 1-year and 2-year results. The results include use of the $\ell=2$
quadrupole term; exclusion of this term gives consistent results, but with
larger uncertainties. The 4-year sky maps, presented in this Letter, portray an
accurate overall visual impression of the anisotropy since the signal-to-noise
ratio is ~2 per 10 degree sky map patch. The improved signal-to-noise ratio of
the 4-year maps also allows for improvements in Galactic modeling and limits on
non-Gaussian statistics.
","[{""version"":""v1"",""created"":""Fri, 12 Jan 1996 02:21:46 GMT""}]","2009-10-28"
"astro-ph/9601068","Tim Bedding","T. R. Bedding and H. Kjeldsen and J. Reetz and B. Barbuy","Measuring stellar oscillations using equivalent widths of absorption
  lines","MNRAS (accepted); 7 pages, LaTeX with necessary style file and
  PostScript figures in a single uuencoded Z-compressed .tar file","Mon.Not.Roy.Astron.Soc. 280 (1996) 1155","10.1093/mnras/280.4.1155","IOA C95-4","astro-ph",,"  Kjeldsen et al. (1995, AJ 109, 1313; astro-ph/9411016) have developed a new
technique for measuring stellar oscillations and claimed a detection in the G
subgiant eta Boo. The technique involves monitoring temperature fluctuations in
a star via their effect on the equivalent width of Balmer lines. In this paper
we use synthetic stellar spectra to investigate the temperature dependence of
the Balmer lines, Ca II, Fe I, the Mg b feature and the G~band. We present a
list of target stars likely to show solar-like oscillations and estimate their
expected amplitudes. We also show that centre-to-limb variations in Balmer-line
profiles allow one to detect oscillation modes with l<=4, which accounts for
the detection by Kjeldsen et al. of modes with degree l=3 in integrated
sunlight.
","[{""version"":""v1"",""created"":""Fri, 12 Jan 1996 04:58:24 GMT""}]","2015-06-24"
"astro-ph/9601069","Alejandro Gangui","Alejandro Gangui (ICTP,SISSA), Silvia Mollerach (SISSA)","Cosmic Microwave Background non-Gaussian signatures from analytical
  texture models","13 pp, RevTeX, 4 PostScript figures, to appear in Phys.Rev.D","Phys.Rev. D54 (1996) 4750-4756","10.1103/PhysRevD.54.4750",,"astro-ph",,"  Using an analytical model for the Cosmic Microwave Background anisotropies
produced by textures, we compute the resulting collapsed three--point
correlation function and the {\it rms} expected value due to the cosmic
variance. We apply our calculations to the {\sl COBE}--DMR experiment and test
the consistency of the model with the observational results. We also show that
an experiment with smaller angular resolution can put bounds to the model
parameters.
","[{""version"":""v1"",""created"":""Fri, 12 Jan 1996 13:26:56 GMT""},{""version"":""v2"",""created"":""Mon, 22 Jul 1996 09:18:35 GMT""}]","2009-10-28"
"astro-ph/9601070","Paul Stein","P. Stein (University of Barcelona)","Structure and kinematics of galaxy clusters I. The redshift catalogue","Accepted for publication in Astronomy and Astrophysics Supplements. 7
  pages, including figures. Catalogues available from the Author upon request",,,,"astro-ph",,"  An extensive redshift survey has been conducted on a sample of 15 nearby
(0.01 < z < 0.05) clusters of galaxies. A total number of 860 redshifts were
determined by fitting of emission--lines and/or cross-correlation techniques.
Of this sample, 735 galaxies are within 0.2--0.8 Mpc ($H_0$ = 50 km/s/Mpc) of
the center of clusters. Approximate morphological types are available for most
of the galaxies. A comparison of the present redshifts with published data
allows an extensive error analysis. The agreement is excellent with the most
modern data, showing a zero point error of 5 km/s and an overall consistency of
the measurements and their uncertainties. We estimate our redshifts to have
mean random errors around 30 km/s. A population analysis of the clusters will
be given in a forthcoming paper.
","[{""version"":""v1"",""created"":""Fri, 12 Jan 1996 14:40:10 GMT""}]","2007-05-23"
"astro-ph/9601071","Philip Mannheim","Philip D. Mannheim (University of Connecticut)","Conformal cosmology and the age of the universe","LaTeX, 12 pages",,,"UCONN-95-08,December,1995","astro-ph",,"  We show that within the cosmology associated with conformal gravity the age
of the universe is given as $1/H_0$, to thus overcome the current cosmological
age crisis. We show that while the parameter $\Omega_{mat} = \rho_{mat} /
\rho_C$ takes on all values between zero and infinity in conformal gravity,
nonetheless it is of order one (but not identically equal to one) for half a
Hubble time to thus naturally explain its current closeness to one without fine
tuning. We show that the cosmological constant is naturally of order the energy
density $\rho_{mat}$ of ordinary matter again without fine tuning. We compare
and contrast conformal cosmology with that of the standard Friedmann cosmology.
","[{""version"":""v1"",""created"":""Fri, 12 Jan 1996 15:11:02 GMT""}]","2007-05-23"
"chao-dyn/9601007","Per Dahlqvist","Per Dahlqvist (Royal Institute of Technology, Stockholm)","The Lyapunov exponent in the Sinai billiard in the small scatterer limit","15 pages LaTeX, 3 (useful) figures available from the author",,"10.1088/0951-7715/10/1/011",,"chao-dyn nlin.CD",,"  We show that Lyapunov exponent for the Sinai billiard is $\lambda =
-2\log(R)+C+O(R\log^2 R)$ with $C=1-4\log 2+27/(2\pi^2)\cdot \zeta(3)$ where
$R$ is the radius of the circular scatterer. We consider the disk-to-disk-map
of the standard configuration where the disks is centered inside a unit square.
","[{""version"":""v1"",""created"":""Thu, 11 Jan 1996 19:12:55 GMT""}]","2009-10-28"
"chem-ph/9601002",,"Anders Irb\""ack and Frank Potthast","Binary Assignments of Amino Acids from Pattern Conservation","9 pages, 4 Postscript figures. References and figure added","Protein Eng. 10 (1997) 1013-1017",,"LU TP 96-01","chem-ph cond-mat physics.chem-ph",,"  We develop a simple optimization procedure for assigning binary values to the
amino acids. The binary values are determined by a maximization of the degree
of pattern conservation in groups of closely related protein sequences. The
maximization is carried out at fixed composition. For compositions
approximately corresponding to an equipartition of the residues, the optimal
encoding is found to be strongly correlated with hydrophobicity. The stability
of the procedure is demonstrated. Our calculations are based upon sequences in
the SWISS-PROT database.
","[{""version"":""v1"",""created"":""Fri, 12 Jan 1996 08:31:37 GMT""},{""version"":""v2"",""created"":""Thu, 29 May 1997 07:27:19 GMT""}]","2008-02-03"
"cond-mat/9601039","Tom Devereaux","T. P. Devereaux","Role of Symmetry in Raman Spectroscopy of Unconventional Superconductors","12 pages, 4 postscript files, 1 table",,"10.1117/12.241760","TPD 1","cond-mat",,"  The role of symmetry of the inelastic light scattering amplitude, the
superconducting energy gap, and the underlying Fermi surface manifold on the
Raman spectra of unconventional superconductors is discussed in detail.
Particular emphasis is placed on both single and bi-layer superconductors. It
is found that the $B_{1g}$ channel may be the most sensitive to doping due to
the role of the Van Hove singularity. Lastly the effects of both disorder and
spin fluctuations are considered. The theory imposes strong constraints on both
the magnitude and symmetry of the energy gap for the bi-layer cuprates,
indicating that a nearly identical energy gap of $d_{x^{2}-y^{2}}$ symmetry
provides a best fit to the data.
","[{""version"":""v1"",""created"":""Thu, 11 Jan 1996 22:08:03 GMT""}]","2015-06-25"
"cond-mat/9601041","Orgad Dror","Dror Orgad and Shimon Levit","Parametric Excitation of Edge Waves in the Quantum Hall Effect","Revtex, 11 pages, 2 Postscript figures","Phys. Rev. Lett. 77, 719 (1996)","10.1103/PhysRevLett.77.719",,"cond-mat",,"  We consider the process of parametric excitation of gapless edge modes in a
Hall bar by an alternating current. We find that such a process can be realized
provided both an inter-edge interaction and a constant current are present in
the bar. The expected experimental signatures of this phenomenon are discussed.
","[{""version"":""v1"",""created"":""Fri, 12 Jan 1996 13:53:45 GMT""}]","2009-10-28"
"cond-mat/9601042","Wen-Sheng Zeng","W.-S.Zeng and J.Kuhl","Displacive Excitation of Coherent Phonons in YBa_2Cu_3 O_7: An Optical
  Evidence for the Van-Hove Singularity","4 pages, 5 figures",,,,"cond-mat",,"  The amplitude of displacive excitation of coherent phonons ({\it DECP}) in
$YBa_2Cu_3O_7$ observed in time-resolved spectroscopy increases by a very large
factor of 15 between 20 K (below $T_c$) and 100 K (above $T_c$). Microscopic
modelling of phonon excitation reveals that these amplitude changes of the {\it
$A_{1g}$} mode phonons are related to the existence of the {\it Van-Hove}
singularity (VHS) below but very close to Fermi energy. PACS numbers: 78.47.+p,
74.25.Gz, 74.25.Jb, 71.15.Fv
","[{""version"":""v1"",""created"":""Fri, 12 Jan 1996 15:15:14 GMT""},{""version"":""v2"",""created"":""Mon, 26 Aug 1996 16:50:07 GMT""}]","2008-02-03"
"dg-ga/9601003","Yael Karshon","Viktor Ginzburg, Victor Guillemin, and Yael Karshon","Cobordism theory and localization formulas for Hamiltonian group actions","14 pages, AMS-LaTeX",,,,"dg-ga math.DG",,"  We announce the following result and give several applications: A Hamiltonian
$T$-space (for $T$ a torus) with isolated fixed points is cobordant to a
disjoint union of weighted projective spaces which are constructed from its
fixed point data. The applications concern the Duistermaat-Heckman formula, the
topological Jeffrey-Kirwan localization theorem, and geometric quantization.
","[{""version"":""v1"",""created"":""Fri, 12 Jan 1996 07:16:52 GMT""}]","2008-02-03"
"gr-qc/9601018","Nenad Manojlovic","M. Vasilic and T. Vukasinac","Gravitational kinks in two spacetime dimensions","14 pages, Plain Tex, 4 figures (available from the authors)","Class.Quant.Grav. 13 (1996) 1995-2006","10.1088/0264-9381/13/7/024",,"gr-qc",,"  The properties of gravitational kinks are studied within some simple models
of two dimensional gravity. In spacetimes of cylindrical topology we prove the
existence of kinks of constant curvature with arbitrary kink numbers. In
$R^1\times R^1$ spacetimes $m=1$ kink solutions of the equation $R=0$ are
found, whereas $|m|>1$ flat kinks are proved not to exist. We give a detailed
analysis of the behaviour of gravitational kinks under coordinate
transformations. Viewed as nonsingular black holes $|m|>1$ kink solutions are
found within a simple dilaton gravity theory. The general form of the potential
function is determined from the demand that the theory possesses an arbitrary
number of inequivalent kink configurations.
","[{""version"":""v1"",""created"":""Thu, 11 Jan 1996 16:39:19 GMT""}]","2009-10-28"
"gr-qc/9601019","Doug Eardley","Douglas M. Eardley and Eric W. Hirschmann","Comment on ""Instabilities in Close Neutron Star Binaries""","3 pages LaTeX (revtex, epsf) and 1 figure; figure also available at
  ftp://ftp.itp.ucsb.edu/figures/nsf-itp-95-165.eps",,,"NSF-ITP-95-165","gr-qc",,"  In a recent Physical Review Letter, Wilson and Mathews presented some
interesting numerical calculations of a system of two equally massive neutron
stars in strong-field gravity. In particular they estimated the innermost
stable circular orbit in their system. Here we point out a possibly important
consequence of their results: Their calculated configurations have total
angular momentum $J$ and total mass $M$ too large to form any Kerr black hole:
$J>M^2$, in constrast to previous calculations of the innermost stable circular
orbit.
","[{""version"":""v1"",""created"":""Thu, 11 Jan 1996 17:27:18 GMT""}]","2007-05-23"
"gr-qc/9601020","Dario Nunez","Dar\'io N\'u\~nez, Hernando Quevedo, and Daniel Sudarsky","Black holes have no short hair","Published in Physical Review Letters, 13 pages in Latex","Phys.Rev.Lett. 76 (1996) 571-574","10.1103/PhysRevLett.76.571",,"gr-qc",,"  We show that in all theories in which black hole hair has been discovered,
the region with non-trivial structure of the non-linear matter fields must
extend beyond 3/2 the horizon radius, independently of all other parameters
present in the theory. We argue that this is a universal lower bound that
applies in every theory where hair is present. This {\it no short hair
conjecture} is then put forward as a more modest alternative to the original
{\it no hair conjecture}, the validity of which now seems doubtful.
","[{""version"":""v1"",""created"":""Fri, 12 Jan 1996 01:03:34 GMT""}]","2016-08-15"
"hep-ex/9601002","Vivek Jain","Vivek Jain (Vanderbilt University)","Recent results from CLEO on Charm and Bottom hadrons","Invited talk at ""Production and decay of hyperons, charmed and beauty
  hadrons"", Sept. 5-8, Strasbourg, France. Latex, 7 pages, figures included","Nucl.Phys.Proc.Suppl.50:96-102,1996","10.1016/0920-5632(96)00372-6",,"hep-ex hep-ph",,"  In this talk, I present new results from CLEO on charm and bottom hadrons.
Most of the talk will be on the issue of the B semileptonic branching fraction,
its connection to the number of charm quarks produced in the decay of a b
quark, and the rate for the b -> ccbars transition
","[{""version"":""v1"",""created"":""Fri, 12 Jan 1996 00:27:50 GMT""}]","2010-01-05"
"hep-lat/9601007","Roger Horsley","M. Goeckeler, R. Horsley, E.-M. Ilgenfritz, H. Oelrich, H. Perlt, P.
  Rakow, G. Schierholz and A. Schiller","The Status of Lattice Calculations of the Nucleon Structure Functions","6 pages, contribution to 29th International Symposium on the Theory
  of Elementary Particles, Buckow, Germany, (29 August - 2 September 1995). 6
  pages, Latex, requires espcrc2.sty, epsf.sty","Nucl.Phys.Proc.Suppl.49:250-255,1996","10.1016/0920-5632(96)00341-6","DESY 96-003, HUB-EP-96/1, HLRZ 2/96","hep-lat hep-ph",,"  We review our progress on the lattice calculation of low moments of both the
unpolarised and polarised nucleon structure functions.
","[{""version"":""v1"",""created"":""Fri, 12 Jan 1996 15:10:47 GMT""}]","2008-11-26"
