"adap-org/9601002","Alberto Saa","Alberto Saa","Self-organized criticality and the lattice topology","Revtex, 12 pages","Physica A 227 (1996) 262","10.1016/0378-4371(96)00010-6","US-FT/3-96","adap-org hep-lat nlin.AO",,"  We examine exhaustively the behavior of avalanches in critical height
sandpile models based in two- and three-dimensional lattices of various
topologies. We get that for two-dimensional lattices the spatial and temporal
distributions characterizing bulk avalanches do not depend on the lattice
topology. For the three-dimensional case, we detect a small dependence of the
topology for the temporal distribution, while the spatial ones are independent.
The two-dimensional lattices studied are: the plane ($R^2$), the cylinder
($S^1\times R$), and the M\""obius-strip ($M$); and the three-dimensional are:
$R^3$, $S^1\times R^2$, $S^1\times S^1\times R$, $M\times R$, $S^2\times R$,
$K\times R$, and $RP\times R$, where $K$ and $RP$ are respectively the Klein
bottle and the real projective plane.
","[{""version"":""v1"",""created"":""Mon, 15 Jan 1996 14:20:20 GMT""}]","2015-06-24"
"astro-ph/9601083","Francis Bernardeau","Francis Bernardeau (SPhT CEA Saclay)","The Statistics of the large-scale Velocity Field","6 pages, LaTeX file with 4 figures, to appear in the proceedings
  ""Mapping, Measuring and Modelling the Universe"", Valencia September 1995,
  eds. P Coles & V. Martinez",,,"Saclay SPhT T96/005","astro-ph",,"  A lot of predictions for the statistical properties of the cosmic velocity
field at large-scale have been obtained recently using perturbation theory. In
this contribution I report the outcomes of a set of numerical tests that aim to
check these results. Using Voronoi and Delaunay tessellations for defining the
velocity field by interpolation between the particle velocities in numerical
simulations, we have been able to get reliable estimates of the local velocity
gradients. Thus, we have been able to show that the properties of the velocity
divergence are in very good agreement with the analytical results. In
particular we have confirmed the $\Omega$ dependence expected for the shape of
its distribution function.
","[{""version"":""v1"",""created"":""Mon, 15 Jan 1996 15:52:19 GMT""}]","2007-05-23"
"chao-dyn/9601009","Kai Hansen","Gregor Tanner (Niels Bohr Institute, Denmark), Kai T. Hansen (NORDITA,
  Denmark), Jorg Main (Ruhr-Universit\""at Bochum, Germany)","The semiclassical resonance spectrum of Hydrogen in a constant magnetic
  field","38 pages, postscript with figures, uuencoded",,"10.1088/0951-7715/9/6/015",,"chao-dyn atom-ph nlin.CD quant-ph",,"  We present the first purely semiclassical calculation of the resonance
spectrum in the Diamagnetic Kepler problem (DKP), a hydrogen atom in a constant
magnetic field with $L_z =0$. The classical system is unbound and completely
chaotic for a scaled energy $\epsilon \sim E B^{-2/3}$ larger than a critical
value $\epsilon_c >0$. The quantum mechanical resonances can in semiclassical
approximation be expressed as the zeros of the semiclassical zeta function, a
product over all the periodic orbits of the underlying classical dynamics.
Intermittency originating from the asymptotically separable limit of the
potential at large electron--nucleus distance causes divergences in the
periodic orbit formula. Using a regularisation technique introduced in [G.\
Tanner and D.\ Wintgen, Phys.~Rev.~Lett.~{\bf 75}, 2928 (1995)] together with a
modified cycle expansion, we calculate semiclassical resonances, both position
and width, which are in good agreement with quantum mechanical results obtained
by the method of complex rotation. The method also provides good estimates for
the bound state spectrum obtained here from the classical dynamics of a
scattering system. A quasi Einstein--Brillouin--Keller (QEBK) quantisation is
derived that allows for a description of the spectrum in terms of approximate
quantum numbers and yields the correct asymptotic behaviour of the
Rydberg--like series converging towards the different Landau thresholds.
","[{""version"":""v1"",""created"":""Mon, 15 Jan 1996 14:32:20 GMT""}]","2009-10-28"
"cond-mat/9601047","Reinhard Noack","R.M. Noack (Univerisitaet Wuerzburg), S.R. White (UC Irvine), and D.J.
  Scalapino (UC Santa Barbara)","The ground state of the two-leg Hubbard ladder: a density--matrix
  renormalization group study","14 pages, 18 figures, uses Revtex with epsfig to include the figures",,"10.1016/S0921-4534(96)00515-1",,"cond-mat",,"  We present density-matrix renormalization group results for the ground state
properties of two-leg Hubbard ladders. The half-filled Hubbard ladder is an
insulating spin-gapped system, exhibiting a crossover from a spin-liquid to a
band-insulator as a function of the interchain hopping matrix element. When the
system is doped, there is a parameter range in which the spin gap remains. In
this phase, the doped holes form singlet pairs and the pair-field and the ""$4
k_F$"" density correlations associated with pair density fluctuations decay as
power laws, while the ""$2 k_F$"" charge density wave correlations decay
exponentially. We discuss the behavior of the exponents of the pairing and
density correlations within this spin gapped phase. Additional one-band
Luttinger liquid phases which occur in the large interband hopping regime are
also discussed.
","[{""version"":""v1"",""created"":""Sun, 14 Jan 1996 21:00:51 GMT""}]","2009-10-28"
"cond-mat/9601048","Rajan Gupta","Rajan Gupta(1), Pablo Tamayo(1,2) ((1) Los Alamos National Laboratory,
  (2) Thinking Machines Corporation)","Critical Exponents of the 3-D Ising Model","11 pages. Package submitted in uufiles format: unpack and tex
  paper.tex. Source files for figures in modified ""axis"" format also included.
  Needs macro packages lanlmac and epsf",,"10.1142/S0129183196000247","LAUR-96-93","cond-mat",,"  We present a status report on the ongoing analysis of the 3D Ising model with
nearest-neighbor interactions using the Monte Carlo Renormalization Group
(MCRG) and finite size scaling (FSS) methods on $64^3$, $128^3$, and $256^3$
simple cubic lattices. Our MCRG estimates are $K_{nn}^c=0.221655(1)(1)$ and
$\nu=0.625(1)$. The FSS results for $K^c$ are consistent with those from MCRG
but the value of $\nu$ is not. Our best estimate $\eta = 0.025(6)$ covers the
spread in the MCRG and FSS values. A surprise of our calculation is the
estimate $\omega \approx 0.7$ for the correction-to-scaling exponent. We also
present results for the renormalized coupling $g_R$ along the MCRG flow and
argue that the data support the validity of hyperscaling for the 3D Ising
model.
","[{""version"":""v1"",""created"":""Mon, 15 Jan 1996 00:33:13 GMT""}]","2015-06-25"
"cond-mat/9601049","Erwin Frey","Erwin Frey, Uwe Claus T\""auber and Terence Hwa","Mode coupling and renormalization group results for the noisy Burgers
  equation",,"Phys. Rev. E 53 (1996) 4424","10.1103/PhysRevE.53.4424",,"cond-mat",,"  We investigate the noisy Burgers equation (Kardar--Parisi--Zhang equation in
1+1 dimensions) using the dynamical renormalization group (to two--loop order)
and mode--coupling techniques. The roughness and dynamic exponent are fixed by
Galilean invariance and a fluctuation--dissipation theorem. The fact that there
are no singular two--loop contributions to the two--point vertex functions
supports the mode--coupling approach, which can be understood as a
self--consistent one--loop theory where vertex corrections are neglected.
Therefore, the numerical solution of the mode coupling equations yields very
accurate results for the scaling functions. In addition, finite--size effects
can be studied. Furthermore, the results from exact Ward identities, as well as
from second--order perturbation theory permit the quantitative evaluation of
the vertex corrections, and thus provide a quantitative test for the
mode--coupling approach. It is found that the vertex corrections themselves are
of the order one. Surprisingly, however, their effect on the correlation
function is substantially smaller.
","[{""version"":""v1"",""created"":""Mon, 15 Jan 1996 12:31:30 GMT""}]","2009-10-28"
"dg-ga/9601005",,"Daniel S. Freed","Two nontrivial index theorems in odd dimensions","12 pages, AMSTeX, date corrected",,,,"dg-ga hep-th math.DG",,"  A recent anomaly computation of Horava and Witten is proved and generalized
in the form of two index theorems in odd dimensions. Theorem A is a fixed point
formula for orientation-reversing involutions. Theorem B is an index theorem
for manifolds with boundary using local boundary conditions. Both hold for
families of operators.
","[{""version"":""v1"",""created"":""Mon, 15 Jan 1996 13:34:31 GMT""},{""version"":""v2"",""created"":""Wed, 17 Jan 1996 12:27:18 GMT""},{""version"":""v3"",""created"":""Mon, 29 Apr 1996 15:26:23 GMT""},{""version"":""v4"",""created"":""Thu, 26 Jun 1997 12:17:07 GMT""},{""version"":""v5"",""created"":""Fri, 26 Jan 2001 16:12:44 GMT""}]","2008-02-03"
"gr-qc/9601021","Alberto Saa","Alberto Saa","New no-scalar-hair theorem for black-holes","Revtex, 12 pages","J.Math.Phys. 37 (1996) 2346-2351","10.1063/1.531513","US-FT/2-96","gr-qc",,"  A new no-hair theorem is formulated which rules out a very large class of
non-minimally coupled finite scalar dressing of an asymptotically flat, static,
and spherically symmetric black-hole. The proof is very simple and based in a
covariant method for generating solutions for non-minimally coupled scalar
fields starting from the minimally coupled case. Such method generalizes the
Bekenstein method for conformal coupling and other recent ones. We also discuss
the role of the finiteness assumption for the scalar field.
","[{""version"":""v1"",""created"":""Mon, 15 Jan 1996 14:29:30 GMT""}]","2009-10-28"
"gr-qc/9601022","Alberto Saa","Alberto Saa","Canonical quantization of the relativistic particle in static spacetimes","Revtex, 9 pages","Class.Quant.Grav.13:553-558,1996","10.1088/0264-9381/13/3/018","US-FT/1-96","gr-qc",,"  We perform the canonical quantization of a relativistic spinless particle
moving in a curved and static spacetime. We show that the classical theory
already describes at the same time both particle and antiparticle. The analyses
involves time-depending constraints and we are able to construct the
two-particle Hilbert space. The requirement of a static spacetime is necessary
in order to have a well defined Schr\""odinger equation and to avoid problems
with vacuum instabilities. The severe ordering ambiguities we found are in
essence the same ones of the well known non-relativistic case.
","[{""version"":""v1"",""created"":""Mon, 15 Jan 1996 14:26:30 GMT""}]","2010-11-19"
"hep-ex/9601004","Ralph Eichler","S. Aid, et al. (H1 Collaboration)","Elastic Photoproduction of $\rho^{0}$ Mesons at HERA","25 pages, latex, 9 Figures appended as uuencoded file","Nucl.Phys.B463:3-32,1996","10.1016/0550-3213(96)00045-4","DESY 95-251","hep-ex",,"  The cross section for the elastic photoproduction of \r0 mesons ($\gamma p
\to \rho^0 p$) has been measured with the H1 detector at HERA for two average
photon-proton centre-of-mass energies of 55 and 187 GeV. TheFcenterline lower
energy point was measured by observing directly the $\rho^{0}$ decay giving a
cross section of $9.1\pm 0.9 (\stat)\pm 2.5 (\syst) \mu$b. The logarithmic
slope parameter of the differential cross section, ${\rm d}\sigma/{\rm d}t$, is
found to be $10.9 \pm 2.4 (\stat) \pm 1.1 (\syst) $GeV$^{-2}$. The \r0 decay
polar angular distribution is found to be consistent with s-channel helicity
conservation. The higher energy cross section was determined from analysis of
the lower part of the hadronic invariant mass spectrum of diffractive
photoproduction and found to be $13.6\pm 0.8 (\stat)\pm 2.4 (\syst) \mu$b.
","[{""version"":""v1"",""created"":""Mon, 15 Jan 1996 11:50:23 GMT""}]","2008-11-26"
"hep-ph/9601265",,"Piotr Zenczykowski (Inst. Nucl. Physics, Krakow)","Nonleptonic charmed meson decays: Quark diagrams and final-state
  interactions","29 pages, LaTeX","Acta Phys.Polon. B28 (1997) 1605-1627",,"1712/PH - INP Krakow","hep-ph",,"  Effects of final-state interactions in nonleptonic decays of charmed mesons
are studied in the framework of quark-diagram approach. For the case of u-d-s
flavour symmetry we discuss how the inelastic coupled-channel rescattering
effects (and, in particular, resonance formation in the final state) modify the
input quark-diagram weak amplitudes. It is shown that such inelastic effects
lead to the appearance of nonzero relative phases between various quark
diagrams, thus invalidating some of the conclusions drawn in the past within
the diagrammatical approach. The case of SU(3) symmetry-breaking in Cabibbo
once-forbidden $D^0$ decays is also studied in some detail.
","[{""version"":""v1"",""created"":""Mon, 15 Jan 1996 11:43:00 GMT""}]","2007-05-23"
"hep-ph/9601266","Carlo Giunti","S.M. Bilenky","Neutrino masses and mixing","Latex file, 12 pages; Presented at the IInd Rencontres du Vietnam
  Conference ""At the Frontiers of the Standard Model"", October 1995",,,"SISSA Ref.10/96/EP","hep-ph",,"  The status of the problem of neutrino masses and mixing is shortly reviewed.
Different schemes of mixing of (Dirac or Majorana) massive neutrinos are
considered. The theory of neutrino oscillations in vacuum and in matter is
presented. Existing indications in favor of neutrino mixing are shortly
discussed.
","[{""version"":""v1"",""created"":""Mon, 15 Jan 1996 14:16:08 GMT""}]","2007-05-23"
"hep-ph/9601267","Ulf Meissner","V. Bernard, N. Kaiser and Ulf-G. Mei{\ss}ner","Improved description of threshold pion electroproduction in chiral
  perturbation theory","25 pp, LaTeX, uses epsf and elsart12.sty, 8 figures in 10 PS files","Nucl.Phys. A607 (1996) 379-401; Erratum-ibid. A633 (1998) 695-697","10.1016/0375-9474(96)00184-4","CRN 96-01 and TK 96 02","hep-ph nucl-th",,"  We investigate neutral pion electroproduction off protons in the framework of
heavy baryon chiral perturbation theory. The chiral expansion of the S--wave
multipoles $E_{0+}$ and $L_{0+}$ is carried out to three orders. There appear
several undetermined low--energy constants. Three are taken from a recent study
of the new TAPS threshold $\pi^0$ photoproduction data, one is fixed from the
proton Dirac form factor and the novel S--wave constants appearing at orders
$q^4$ and $q^5$ are determined from a best fit (constrained by resonance
exchange) to the recent NIKHEF and MAMI data at photon momentum transfer
squared $k^2 = -0.1 \, \, {\rm GeV}^2$. The inclusion of a particular set of
dimension five operators is forced upon the fit by a soft--pion theorem which
severely constrains the momentum dependence of the longitudinal S--wave
multipole $L_{0+}$ at order $q^4$. We give predictions for lower photon
virtualities for the various multipoles and differential cross sections.
Further improvements are briefly touched upon.
","[{""version"":""v1"",""created"":""Mon, 15 Jan 1996 13:55:02 GMT""}]","2009-10-28"
"hep-ph/9601268",,"T.S.Evans, D.A.Steer","Wick's Theorem at Finite Temperature","15 pages, LaTeX (no figures), available through anonymous ftp as
  LaTeX from ftp://euclid.tp.ph.ic.ac.uk/papers/95-6_18.tex or as LaTeX or
  postscript at http://euclid.tp.ph.ic.ac.uk/Papers/index.html","Nucl.Phys. B474 (1996) 481-496","10.1016/0550-3213(96)00286-6","Imperial/TP/95-96/18","hep-ph",,"  We consider Wick's Theorem for finite temperature and finite volume systems.
Working at an operator level with a path ordered approach, we show that
contrary to claims in the literature, expectation values of normal ordered
products can be chosen to be zero and that results obtained are independent of
volume. Thus the path integral and operator approaches to finite temperature
and finite volume quantum field theories are indeed seen to be identical. The
conditions under which normal ordered products have simple symmetry properties
are also considered.
","[{""version"":""v1"",""created"":""Mon, 15 Jan 1996 14:45:51 GMT""}]","2009-10-28"
"hep-th/9601069",,"V.A. Kazakov, M. Staudacher and T. Wynter","Exact Solution of Discrete Two-Dimensional R^2 Gravity","27 pages, 6 ps figures, uses harvmac.tex and epsf, minor changes","Nucl.Phys. B471 (1996) 309-333","10.1016/0550-3213(96)00184-8","LPTENS-95/56 and CERN-TH/95-352","hep-th",,"  We exactly solve a special matrix model of dually weighted planar graphs
describing pure two-dimensional quantum gravity with an R^2 interaction. It
permits us to study the intermediate regimes between the gravitating and flat
metric. Flat space is modeled by a regular square lattice, while localised
curvature is introduced through lattice defects. No ``flattening'' phase
transition is found with respect to the R^2 coupling: the infrared behaviour of
the system is that of pure gravity for any finite R^2 coupling. In the limit of
infinite coupling, we are able to extract a scaling function interpolating
between pure gravity and a dilute gas of curvature defects on a flat
background. We introduce and explain some novel techniques concerning our
method of large N character expansions and the calculation of Schur characters
on big Young tableaux.
","[{""version"":""v1"",""created"":""Sun, 14 Jan 1996 17:39:39 GMT""},{""version"":""v2"",""created"":""Mon, 15 Jan 1996 22:04:17 GMT""},{""version"":""v3"",""created"":""Fri, 16 Feb 1996 14:17:10 GMT""}]","2009-10-30"
"hep-th/9601070","Niels Obers","M.B. Halpern and N.A. Obers","Semi-Classical Blocks and Correlators in Rational and Irrational
  Conformal Field Theory","53 pages, Latex. Revised version with extended discussion of phases
  and secondaries","Int.J.Mod.Phys. A11 (1996) 4837-4896","10.1142/S0217751X96002224","CERN-TH/96-03, CPTH-S428.0196, UCB-PTH-96/02, LBL-38128","hep-th",,"  The generalized Knizhnik-Zamolodchikov equations of irrational conformal
field theory provide a uniform description of rational and irrational conformal
field theory. Starting from the known high-level solution of these equations,
we first construct the high-level conformal blocks and correlators of all the
affine-Sugawara and coset constructions on simple g. Using intuition gained
from these cases, we then identify a simple class of irrational processes whose
high-level blocks and correlators we are also able to construct.
","[{""version"":""v1"",""created"":""Sun, 14 Jan 1996 17:42:13 GMT""},{""version"":""v2"",""created"":""Mon, 15 Jan 1996 16:55:57 GMT""},{""version"":""v3"",""created"":""Wed, 31 Jan 1996 19:00:51 GMT""},{""version"":""v4"",""created"":""Tue, 20 Feb 1996 15:13:35 GMT""}]","2009-10-30"
"hep-th/9601071","Mekhfi Mustapha","M.Mekhfi","Cohomological Quantum Mechanics And Calculability Of Observables","12 pages,Latex","Mod.Phys.Lett. A11 (1996) 2065-2082","10.1142/S0217732396002058",,"hep-th",,"  We reconsider quantum mechanical systems based on the classical action being
the period of a one form over a cycle and elucidate three main points. First we
show that the prepotenial V is no longer completely arbitrary but obeys a
consistency integral equation. That is the one form dV defines the same period
as the classical action. We then apply this to the case of the punctured plane
for which the prepotential is of the form $V= \alpha \theta + \Phi ( \theta )$.
The function $ \Phi $ is any but a periodic function of the polar angle. For
the topological information to be preserved, we further require that $ \Phi $
be even. Second we point out the existence of a hidden scale which comes from
the regularization of the infrared behaviour of the solutions. This will then
be used to eliminate certain invariants preselected on dimensional counting
grounds. Then provided we discard nonperiodic solutions as being non physical
we compute the expectation values of the BRST- exact observables with the
general form of the prepotential using only the orthonormality of the solutions
(periodic). Third we give topological interpretations of the invariants in
terms of the topological invariants wich live naturally on the punctured plane
as the winding number and the fundamental group of homotopy,but this requires a
prior twisting of the homotopy structure.
","[{""version"":""v1"",""created"":""Mon, 15 Jan 1996 10:11:29 GMT""}]","2015-06-26"
